,0
3903,a chance to chat face-to-face.
3905,"In due time, my friend."
3907,"In due time, I will be"
3908,in Colorado Springs
3910,for your initiation.
3912,You're coming
3913,"to Colorado Springs, sir?"
3915,You bet
3916,your Mayflower Society ass I am.
3918,You're darn tooting.
3920,"All right, I pulled"
3921,the materials that you asked for.
3923, Okay.
3924, So you just move it around
3926,like this to see the images.
3928,"Once you try it,"
3929,I think you'll get the hang of it.
3931, Okay? Got it?
3932, Thank you.
3934,"Okay, I'll be at the desk"
3935,if you need anything.
3937,Okay. Thank you.
3939,Thanks for getting
3940,back to me.
3942,"Listen, I think we need"
3943,a new leader.
3945,Someone everyone
3946,can unite behind.
3948,I just don't think
3949,I'm gonna carry the votes.
3951,Felix would love
3952,"to be the one,"
3954,but I can't let that happen.
3956,He's a crazy son of a bitch.
3958,Goddamn loose cannon.
3960,"No, we need"
3961,"someone articulate,"
3963,someone. Someone who displays
3964,real leadership qualities.
3966,And I think it should be you.
3968,I gotta think about this.
3970,"My father, he's sick,"
3971,and he lives in El Paso.
3973,I don't know
3974,if I can handle both.
3976,Sorry to hear that.
3978,Think about it.
3980,You're a smart
3981,"and diligent man,"
3983,and I've got no doubt
3984,that you could handle it.
3986,I think it's time
3987,we get some new blood in here.
3989, Yeah?
3990, New ideas.
3992,"For that reason,"
3994,I'm planning to step down
3995,as your president.
3997,But I would like to make
3998,a nomination.
4000,Mr. Ron Stallworth
4001,for chapter president.
4003,We just met this guy.
4005,He just walked in
4006,off the street.
4008,Let me ask a question.
4010,Is there anybody here who's willing to
4011,put their neck on the line for Ron?
4013,I'll vouch for Ron.
4015,You know who else
4016,vouches for Ron?
4018,Mr. Duke.
4020,"Look, it's a big honor,"
4021,but I. I can't accept.
4023,"The trouble is, what you good men need is"
4024,a president who will be constant.
4026,"On call day in, day out."
4028,My old man is sick.
4029,I just found out.
4031,So I'm going to be back
4032,and forth between here and Dallas.
4034,"El Paso, Flip, El Paso!"
4036,Thought it was El Paso.
4038,It is. What did I say?
4040, Dallas.
4041," Which one is it, Ron?"
4043,Make up your mind.
4045,Dallas is where the layover is.
4046,El Paso is where my father is.
4048,"Dallas, that's where"
4049,"they killed that nigger lover, Kennedy."
4051,Where you learned that?
4053,I can read. I can.
4055,"Well, we'll pray"
4056,for your pop's health.
4058,It's him.
4060,"Hey, Ron,"
4061,I don't share this
4063," with a lot of people, but."
4064, Yeah.
4066,"Well, I'm anxious"
4067,to meet you.
4069,Excited to meet
4070,"you, too, Ron."
4072,Aren't you ever concerned of
4073,"some smart-aleck nigger calling you,"
4075,pretending to be white?
4077,No. I can always tell
4078,when I'm talking to a Negro.
4080,How so?
4082,"Take you, for example, Ron."
4084,Me?
4086,Yeah.
4088,"I mean, I can tell"
4089,that you're a
4091,pure Aryan white man from
4092,the way you pronounce certain words.
4094,Can you give me
4095,any examples?
4097,"Yeah, take the word ""are."""
4099,Pure Aryan like you or I would
4100,"pronounce it correctly. ""Are."""
4102,"Negro pronounces it ""are-uh."""
4104,Did you ever notice that?
4105,"It's like, ""Are-uh"
4107,"""you gonna fry up that"
4109,"""crispy fried chicken,"
4110,"soul brother?"""
4112,You know?
4114,Sorry.
4116,Wow.
4118,You are so white.
4119,Thank you for teaching me this lesson.
4121,"If you had not brought it to my attention,"
4122,I wouldn't have noticed the difference
4124,between how we talk
4125,and how Negroes talk.
4127,"Good, good."
4129,Yeah.
4131,I'd love to continue
4132,this conversation in Colorado Springs.
4134,"It's beautiful here,"
4135,sir. God's country.
4137,"Well, that's"
4138,"what I hear, Ron."
4140,I look forward
4141,"to meeting you,"
4143,"and, uh, we'll be"
4144,talking real soon.
4146,God bless White America.
4148,Come back.
4150," Oh, my God."
4151, Who are you giving the finger?
4153,Hello?
4155,It's Felix.
4157,Catch you at a bad time?
4159,"No, not at all."
4160,I'm just finishing a meal.
4162,"Meeting, my house. Now."
4164,"Ron, get your ass in gear."
4166,And don't tell
4167,mealymouth Walter.
4169,Welcome to the promised land.
4171,"In about a week's time,"
4173,we'll be welcoming
4174,Mr. David Duke to our city.
4176," Oh, yeah."
4177, Who's packing tonight?
4179,I'm packing.
4181,Amen.
4183,"Where's your piece, Ron?"
4185,"Well, you know,"
4186,I don't carry it on me all the time.
4188,"""Don't carry."""
4190,"No, that."
4192,I got you covered.
4194,Won't happen again.
4196,We're gonna need
4197,your good shot come next Sunday.
4199,Why? What's next Sunday?
4201,The war is gonna
4202,come to us.
4204,"Well, fuck yeah."
4206,Looks like we got ourselves
4207,another soldier.
4209,Just make sure
4210,"that when you're at the steakhouse,"
4212,you got your new
4213,friend with you.
4215,"And, Ron, you're gonna"
4216,want to name your piece.
4218,This is Betsey.
4220, Don't point that at me. Jesus Christ.
4221, I'm sorry.
4223,Don't fucking point the gun
4224,at anybody ever.
4226,I know what I'm doing.
4227,I know how to use this thing.
4229, Honey. Do you ever have second thoughts?
4230, Mmm-hmm.
4232,About what?
4234,Killing them.
4236,Never think twice
4237,about killing niggers.
4239,You won't be able to
4240,"take it back, though."
4242,They're the first
4243,of many niggers
4245," that must die, honey bun."
4246, I know. It's just
4248,becoming so real.
4249,I always thought it would be like a dream.
4251,I know.
4253,It's just so beautiful.
4255,We're cleansing this country of
4256,a backwards race of chimpanzees.
4258,First the spooks.
4260,Then the kikes.
4262,"Free at last,"
4263,free at last.
4265,"Thank God Almighty,"
4267,free of them
4268,niggers at last.
4270,I love it when you
4271,"do that, honey."
4273,Mmm.
4275,We've talked about killing
4276,"niggers for so many years,"
4278,and now it's
4279,really happening.
4281,Hmm.
4283,My old man always told me good
4284,things come to those who wait.
4286,Mmm.
4288,Thank you for
4289,bringing me into your life.
4291,For loving me like you do.
4293,For giving me
4294,"a purpose, direction."
4296,This could be
4297,the new Boston Tea Party.
4299,Mmm.
4301,Mr. Stallworth.
4303,Pleased to meet you.
4305,Names of chapter members?
4307,What is this about?
4309,Two names on your list
4310,work at NORAD.
4312,"The two mystery men,"
4313,Steve and Jerry?
4315,Real names are Harry Dricks
4316,and Kevin Nelson.
4318,Two clowns with
4319,top security clearances.
4321,These Klansmen are in charge
4322,of monitoring our safety.
4324,You've done a service
4325,to your country.
4327,We've been following
4328,your investigation.
4330,Impressive.
4332,"Last night,"
4333,Fort Carson reported
4335,several C-4 explosives
4336,missing from their armory.
4338, No suspects.
4339, Klan?
4341,"Wait, the KKK"
4342,and the United States Army?
4344,You won't see this
4345,"on the news for obvious reasons,"
4347,but thought it might be
4348,of interest to you.
4350,If you know about a possible
4351,"attack, I need to know when."
4353,You're the one with
4354,the impressive investigation.
4356,But can't you
4357,or the FBI chip in?
4359,Sir?
4361,FBI?
4363,Federal Bureau
4364,of Investigation?
4366,We never had
4367,this conversation.
4369,You can hate me
4370,"all you want, all right?"
4372,Just promise me
4373,you won't go to that protest.
4375,I'm going. We're going.
4377,What are you
4378,talking about?
4380,"I can't get into specifics,"
4381,but today the Klan is planning an attack.
4383, Then we have to tell the people.
4384, It's not an option.
4386,"Ungawa, Black Power!"
4388,What's wrong with you?
4390,No one else can know
4391,while it's an active investigation.
4393,Active investigation?
4394,"And pray tell, how do you know that?"
4396,Are you a pig?
4398, No.
4399," What are you, then?"
4401,"Ungawa, Black Power!"
4403,"Ungawa, Black Power!"
4404,"Ungawa, Black Power!"
4406,Want to sit?
4408,No. I'll stand.
4410,"Ungawa, Black Power!"
4411,"Ungawa, Black Power!"
4413,I'm an undercover detective.
4415,I'm investigating the Klan.
4417,Fucking KKK?
4419,"Ron Stallworth, you lied to me."
4420,Is that even your real name?
4422,Ron Stallworth
4423,is my first and last name.
4425,"Look, today"
4426,"is not the day, Patrice."
4428,I take my duties
4429,as the president of
4431,the Black Student
4432,Union seriously.
4434,"Well, how much"
4435,good did it do?
4437,You could sit in the middle
4438,"of Nevada Avenue,"
4440,"light yourself on fire,"
4441,the KKK will still be here.
4443,"Well, at least I would be"
4444,"doing something, unlike you."
4446, Unlike me?
4447, Yeah.
4449,"Don't think, just because"
4450,I don't wear a black beret
4452,"or a black leather jacket,"
4453,"black Ray-Bans,"
4455,"screaming, ""Kill Whitey,"""
4456,that I don't care about my people.
4458,The night we saw
4459,"Brother Kwame speak,"
4461,were you undercover
4462,"then, too?"
4464,That's not fair.
4466, You have to understand.
4467, Answer the question.
4469,Were you undercover
4470,the night we met? Yes or no?
4472,"Ron Stallworth, are you for the revolution"
4473,and the liberation of black people?
4475,I'm an undercover detective
4476,for the Colorado Springs Police.
4478,It's my J-O-B.
4479,That's the truth.
4481,House niggers said
4482,"they had a J-O-B, too."
4484,You disgust me.
4486,"My brother,"
4487,you need to wake up.
4489,"Ungawa, Black Power!"
4490,"Ungawa, Black Power!"
4492,Are you
4493,fucking kidding me?
4495,You don't cross those lines.
4497,"This is about an investigation,"
4498,not a relationship.
4500,Hate to break that
4501,blue wall of silence.
4503,Nice one.
4505, Is Patrice really in danger?
4506, Maybe.
4508,"Ungawa, Black Power!"
4510,"Ungawa, Black Power!"
4512,It's off.
4514,Yep.
4516,You'll know soon enough.
4518,What?
4520,Felix just said the march
4521,has been canceled.
4523, Why?
4524, Could be all the death threats.
4526,"No, they're"
4527,used to that.
4529,And there's been
4530,nothing more about the explosives?
4532,No.
4534,Fuck it.
4536,We get them
4537,on weapons charges
4539,and stop them from doing
4540,anything that way.
4542,"Then what? You know,"
4543,misdemeanor at best.
4545, Then they walk.
4546, I have a special assignment for Ron.
4548,Ron already
4549,has an assignment.
4551,"Yeah, what could be more important"
4552,"than preventing an attack, sir?"
4554,We have very credible threats
4555,against David Duke's life.
4557,"So, Ron, I am assigning"
4558,you security detail
4560, for David Duke.
4561, What?
4563,"With all due respect,"
4564,"sir, I don't think"
4566,"this is a wise decision,"
4567,given the situation.
4569,Who cares what you think?
4570,Duke needs protection.
4572,There's no one
4573,else available.
4575,Nut-cracking time.
4577,Put aside your
4578,personal politics.
4580,"Chief, it's not about that,"
4581,and you know it.
4583,David Duke and Ron have been
4584,talking on the phone several times.
4586,If he recognizes his voice.
4588,"If any of the Klansmen do,"
4589,it'll compromise our entire investigation.
4591, It's too dangerous.
4592," Correct me if I'm wrong,"
4594,but didn't you boast to me
4595,that you were fluent
4597,in both English and jive?
4599, Do you remember that?
4600, Answer the Chief.
4602,"Oh, shut the fuck up,"
4603,Landers.
4605,"You know, you've been trying"
4606,to sabotage me since day one.
4608,Why are you getting
4609,"so worked up, boy?"
4611," Hey, Ron!"
4612," Hey, Ron, come on."
4614," Ron, Ron, no! Ron!"
4615, It's not worth it.
4617," Okay, okay, all right."
4618, Just.
4620," Go, go, go."
4621, Stay put.
4623," Ron. Whoa, whoa!"
4624, What the fuck is that?
4626,Gotta bring something
4627,"to get something, Landers."
4629,Eat a white dick!
4631,You let him get
4632,to you that easy?
4634,You don't have
4635,a shot with David Duke.
4637,"First, the primary target."
4639,Felix says
4640,you're doing it.
4642,So all you have to do is
4643,"set the pocketbook on the front porch,"
4645,"the back porch, a sidewalk."
4646,Doesn't matter.
4648,"As long as it's against the building,"
4649,you can plant it anywhere.
4651,I got enough C-4 here
4652,to take out the whole thing.
4654,Be careful.
4656, You understand?
4657, I understand.
4659,All you have to do
4660,when you placed it.
4662,"Hey, sweetie. You listening?"
4663,All you have to do
4665,when you placed it
4666,is flip the switch.
4668,Flip the switch.
4669,That's it.
4671,You got it?
4673,Miss Black Student
4674,Union Bitch
4676,is bringing in some
4677,old coon to speak.
4679,Place should be packed.
4681,"So, Brother Walker,"
4682,nothing but rubble.
4684,And barbecued niggers.
4686, And what happens if that don't work?
4687, Plan B.
4689,Can you
4690,"handle it, honey?"
4692,You can count on me.
4694,I've been waiting
4695,to do my part.
4697,Sweet as candy.
4699,"Ah, look"
4700,at the lovebirds.
4702,Can I feel the C-4?
4704,No C-4 for you.
4706,You'll blow us all the fuck up
4707,to kingdom come.
4709, What is this black.
4710, Out here with
4712, the great David Duke.
4713, Look at this fucking guy.
4715,How's he getting
4716,away with that?
4718,Mr. Duke's security detail.
4720, What?
4721, Fuck this guy.
4723,Mr. Duke.
4724,I'm a detective
4726,from the Colorado Springs
4727,Police Department.
4729,I'm here to keep
4730,you safe today.
4732," I'm sorry, have we met before?"
4733, Mmm-mmm.
4735,You may know that there's several credible
4736,threats against your life.
4738,How's it going out here?
4740,There have been
4741,"threats on my life,"
4743,and this is the detective
4744,they've assigned as my bodyguard.
4746,"Mr. Duke, I don't agree"
4747,with your philosophies.
4749,"However,"
4750,"I'm a professional,"
4752,so I will do everything
4753,within my means and beyond
4755, to make sure you're safe.
4756," Okay, I appreciate your professionalism."
4758,"Allow me, sir."
4760,Thank you.
4762," Right this way, sir."
4763, Walt.
4765, Bro. How are you?
4766, Sir.
4768,Sorry for all
4769,the extra security today.
4771,Can't be too careful.
4773,"Yeah, I know."
4774,"We have a strong, strong."
4776,"Hey, fellas."
4778,"Yeah, like you were saying,"
4779,last week on the phone.
4781,"Well, Mr. Duke."
4783,I would like you to meet
4784,"our newest recruit,"
4786,Ron Stallworth.
4788,"Ron Stallworth, it is a pleasure to"
4789,finally meet you in person.
4791,Same. Same.
4792,You as well.
4794,"This is our brother, Jesse."
4796, I'm Jesse.
4797," Hey, Jesse."
4799, Ron.
4800," Ron, yeah."
4802, I've heard so much about you.
4803," Oh, okay."
4805,I didn't realize how nervous
4806,I was gonna be.
4808,That's all right.
4810,What's that doing here?
4812,That's the fucking cop
4813,they got to guard Mr. Duke.
4815,Isn't that the living shit?
4817,"Gentlemen, it's time."
4819," Ron, why don't you follow me?"
4820, Okay.
4822,Let's go. Let's go.
4824,You stay right here.
4826,You hear?
4828,"God, America's going to hell"
4829,in a handbasket.
4831,That started out
4832,as a nice spring day
4834,"back there in Waco, Texas."
4836,"May 15, 1916."
4838,Jesse Washington.
4840,Was a friend of mine.
4842,He was 17.
4844,I was 18.
4846,We kind of looked at Jesse
4847,and called him slow.
4849,"Today,"
4851,you'd call him
4852,mentally retarded.
4854,They claimed Jesse
4856,raped and murdered
4857,a white woman
4859,by the name of Lucy Fryer.
4861,"They put Jesse on trial,"
4863,and he was convicted
4864,by an all-white jury
4866,after they deliberated
4867,for only four minutes.
4869,"My brothers in Christ,"
4871,"Nobel Prize recipient,"
4873,co-creator of the transistor
4874,"and a dear, dear friend of mine,"
4876,"Dr. William Shockley,"
4878,whose groundbreaking scientific work
4879,"ushered in the computer age,"
4881,"has proven,"
4882,"through his research with eugenics,"
4884,that each of us here
4885,has flowing through our veins
4887,the genes
4888,of a superior race.
4890,It's a fact.
4892,It's a fact.
4893,It can't be disputed.
4895,"Today, we"
4896,celebrate that truth.
4898,"Masks off, hoods on."
4900,I was working across the street
4901,at the shoeshine parlor.
4903,"And after the verdict,"
4905,"a mob grabbed Jesse,"
4907,put a chain around his neck
4908,and dragged him out of the courthouse.
4910,"Oh, my God."
4912,I knew I had to hide.
4914,That way.
4916,"Be careful, brother."
4918,"Well, all right."
4920,"Where I was,"
4921,the shoe parlor
4923,had a window
4924,up in the attic.
4926,And I could see the crowd.
4928,They marched Jesse
4929,through the streets.
4931,They stabbed him
4932,and beat him.
4934,Oh!
4936,"And finally,"
4937,"in a bloody heap,"
4939,they held him down
4940,in the street
4942,and cut off his testicles.
4944,"God,"
4946,give us true white men.
4948,The Invisible Empire
4949,"demands strong minds,"
4951,"great hearts, true faith,"
4953,clean and ready hands.
4955,Men who have honor.
4957,Men who will not lie.
4959,Men who can stand
4960,before a demagogue
4962,and damn his treacherous
4963,flatteries without blinking.
4965,"God, give us real men."
4967,Courageous men who
4968,flinch not at duty.
4970,"Men of dependable character,"
4971,men of sterling worth.
4973,"Then wrongs will be redressed,"
4974,and right shall rule the Earth.
4976,"God, give us"
4977,true white men.
4979,Ron Stallworth.
4981,Rise.
4983,Step forward.
4985,The police
4986,and the city officials
4988,were out there
4989,watching him.
4991, They cut off his fingers.
4992, Oh!
4994,And threw coal oil
4995,all over his body.
4997,They lit a bonfire
4999,and raised him
5000,and lowered him
5002,over these flames
5004,over and over
5005,and over again.
5007,"Ron Stallworth,"
5009,"are you a white,"
5010,non-Jewish American citizen?
5012,Yes.
5014,Yes what?
5016,"Yes, I am a white,"
5018,non-Jewish
5019,American citizen.
5021,Are you in favor of
5022,a white man's government
5024, in this country?
5025, Yes.
5027,"Ron Stallworth,"
5028,are you willing to dedicate your life
5030,"to the protection,"
5031,the preservation
5033,and the advancement
5034,of the white race
5036,"in mind, in body"
5038, and in spirit?
5039, Yes.
5041,Be seated.
5043,The mayor had a photographer
5044,by the name of Gildersleeve.
5046,He came and took pictures
5047,of the whole thing.
5049,Those pictures were later
5050,sold as postcards.
5052,Remove your hood.
5054,They put Jesse's
5055,charred body into a bag.
5057,Remove your hood.
5059,Dragged him
5060,through town.
5062,Remove your hood.
5064,They sold the remains.
5066,Remove your hood.
5068,As souvenirs.
5070,Remove your hood.
5072,Lot of good
5073,white folks just stood there
5075,like it was
5076,a Fourth of July parade.
5078,They even let the children
5079,out of school
5081,on lunch hour.
5083,Remove your hood.
5085,And all
5086,I could do was to
5088,watch and hope
5090,they wouldn't find me.
5092,Come.
5094,Welcome your brethren
5096,who have been
5097,baptized by the light.
5099, Please.
5100," Oh, my God!"
5102,Let's give them
5103,some applause!
5105,One of the reasons they had
5106,done that to Jesse was a movie
5108,called Birth of a Nation.
5110,It had come out
5111,"the year before,"
5113,and it was so powerful
5115,that it gave
5116,the Ku Klux Klan a rebirth.
5118,"Oh, God. Oh, my God."
5120,"Oh, my God. No!"
5122,No!
5124,"Oh, look at that one!"
5126,"Oh, he's disgusting."
5128,Oh!
5130,"Oh, those poor women."
5132,Don't you do it!
5134, Why?
5135, No.
5137,No.
5139,The ingenuity
5140,of white women!
5142,"Today, they would call that"
5143,kind of movie a blockbuster.
5145,Everybody saw it.
5147,That's disgusting.
5149,Even the president
5150,"of the United States,"
5152,"Woodrow Wilson,"
5153,showed it at the White House.
5155,"And he said that it was ""history"
5156,"written with lightning."""
5158,What. What is really.
5160,"Oh, look at that"
5161,little pickaninny.
5163,"Watch, watch. They're gonna"
5164,scare the pickaninnies.
5166,Get out of there!
5168, Move. Move.
5169, Get out of there!
5171,The inspiration!
5173,Get 'em out of there!
5175, Go get 'em!
5176, Go!
5178,Go get 'em!
5180,Hey!
5182, Send him to hell!
5183, String him up!
5185,String him up!
5187,Guilty!
5189,Get him on that horse.
5191,Get him up!
5192,String him up!
5194,Yeah!
5196,White power!
5197,White power! White power!
5199,That's why
5200,we're here today.
5202,In the name
5203,of Black Power.
5205, Yes.
5206, Black Power. Black Power.
5208,Black Power! Black Power!
5210,Black Power! Black Power!
5211,Black Power!
5213,I'd like you to do me a favor
5214,and just look around.
5216,That's right.
5217,Everyone just look around.
5219,"Today, we are privileged"
5220,to be among white men.
5222,And white women.
5224,Such as yourselves.
5226,Real warriors.
5228,For the real America.
5230,The America that our ancestors
5231,fought and died for.
5233,The true white
5234,American race.
5236,The backbone from whence came
5237,our great Southern heritage.
5239,And I want to thank you.
5241,Jesus Christ.
5243,I want to
5244,thank you so much
5246,for never putting
5247,your country second.
5249, That's right.
5250, Hmm.
5252, America first.
5253, America first.
5255,America first.
5257,America first!
5258,America first!
5260,Ain't this a bitch.
5262,If I would have known
5263,"this was a Klan meeting,"
5265,I wouldn't have taken
5266,this motherfucking gig.
5268,Goddamn.
5270,"Right on, right on."
5272,"All right, now, when are you boys"
5273,gonna invite me down to Louisiana?
5275,We'd certainly
5276,love to have you.
5278,Still a lot of work to be done.
5279,"I mean, you've done"
5281,a great job whipping up
5282,"this chapter, but."
5284,"Well, I could do a great job"
5285,on a national level.
5287,Excuse me.
5289,"Walter, may I?"
5291,Behave yourself.
5293,"Mr. Duke, I just"
5294,want to say how
5296,"honored my wife, Connie,"
5297,and I are for being in your presence.
5299,"What's your name, friend?"
5301,Felix.
5303,"Felix, the pleasure's"
5304,all mine.
5306,We'd love to have you out to
5307,the house for dinner sometime.
5309,We Coloradans can cook just as good
5310,as those Cajun ladies you got down there.
5312,"All right, now, Connie."
5314,We're on a very
5315,"tight schedule here,"
5317,but you made a mistake.
5319,"Next time I'm in town,"
5320,"I'm gonna hold you to that, okay?"
5322,"Oh, I see Susie."
5324,I'll be back
5325,in just a second.
5327,Hey.
5329,Thank you.
5330,Thank you very much.
5332, Is this your wife?
5333, Yep.
5335, Hey. Ron. How are you?
5336, Hi.
5338,Nice to meet you.
5340,Never seen you
5341,dressed up before.
5343,It's a pleasure
5344,"to meet you, Felix."
5346, You have a fantastic night.
5347," Oh, thank you."
5349,America first.
5351,"Hey, Ron,"
5352,how you doing?
5354," I'm good, I'm good."
5355, Good.
5357, He's a cop.
5358, Who?
5360, That guy.
5361, Ron?
5363," No, the other guy."
5364, Ron's a cop?
5366,"His name is Phillip,"
5367,but his nickname is Flip.
5369, Who's Phillip?
5370, Who's Ron? That's Phillip.
5372, What the fuck are you talking about?
5373, That guy.
5375,That's the cop that sent me
5376,to the fucking big house
5378,for armed fucking robbery.
5380,His fucking name is Phillip.
5381,Phillip Zimmerman.
5383, What's his name?
5384, Phillip Zimmerman.
5386,How many times
5387,I gotta fucking tell you?
5389,Isn't that
5390,a fucking Jew name?
5392,You can't go by that.
5394,Jews change their name
5395,all the time to non-Jew names.
5397,"I mean, they killed"
5398,"Jesus, right?"
5400,Ron Stallworth
5401,is a fucking Jew.
5403,Could've been worse.
5405,How so?
5407,Could've been a nigger.
5409,Yeah.
5411,They built
5412,this stuff out of.
5414,It starts to dissolve.
5415,"It wasn't water, you know."
5417,The beads take the.
5419,He is a nigger.
5421,Who?
5423,That cop guarding Duke.
5425,Zimmerman's
5426,using his name.
5428,I guess
5429,I could use mops.
5431, Shall we tell the grand wizard?
5432," No, no, no. Not yet."
5434,I'll find the moment.
5436,Okay.
5438,Fucking Jew.
5440,"Yeah, I know. We have"
5441,a strong future in America.
5443,I'm so glad
5444,I made this trip.
5446, With all these chapters.
5447," Well, that's what we"
5449, have to work on.
5450," Excuse me, gentlemen."
5452,Hi.
5454,"Mr. Duke,"
5456,favor to ask.
5458,Nobody's gonna believe me when I tell them
5459,that I was your personal bodyguard today.
5461,Care to take
5462,a Polaroid with me?
5464,I don't know.
5465,Do those cool shades come off?
5467,"Oh, yes, sir, they do."
5469, Okay.
5470, There we go.
5472,"Hey, Jesse. Let's do this."
5473,It'll be right.
5475,"Yeah, yeah, yeah."
5477, Who should.
5478, What.
5480, What's his name?
5481," Uh, Ron."
5483, Stallworth.
5484," Ron. Ron, sir."
5486,Can you take this
5487,"picture of us, please?"
5489,"All right,"
5490,don't touch me.
5492,Great.
5494, All right.
5495, All right.
5497,Thank you so much.
5498,Thank you.
5500,Here we go. One.
5502,Two. Three.
5504,Jesus H. Christ!
5506,"What did you just do, boy?"
5508,I mean.
5510,What the hell
5511,did you just do?
5513,"Sir, if you lay"
5514,"a finger on me,"
5516,I'll arrest your ass
5517,for assaulting a police officer.
5519,That's worth about
5520,five years in prison.
5522,Try me.
5523,See if I'm playing.
5525,Why don't you come down
5526,to Louisiana sometime?
5528,See how we play.
5530,"Boy, you better get your"
5531,nigger ass out of here now.
5533,Mmm-hmm.
5535,America first.
5537,Excuse me.
5539,May I? Thanks.
5541, You ready?
5542," What, now?"
5544,Don't be nervous.
5546,Okay. I'm leaving.
5548, Remember what we talked about.
5549, Okay.
5551,Come here.
5553,Now you may do your job.
5555, Okay.
5556, Nice and easy does it.
5558,Excuse me.
5560,Excuse me.
5562,"Attention, all units."
5564,Be on the lookout for a brown truck
5565,"with a ""white pride"" bumper sticker."
5567,"License plate, KE4108."
5569,Kills this big rat
5570,in the back of our backyard.
5572,And I actually start to like
5573,the fucking thing for the first time.
5575,"I shit you not,"
5576,"three days later,"
5578,this little Girl Scout
5579,comes to our door.
5581,Ron.
5583,I believe you
5584,know my friend.
5586,Who's your friend?
5588,Hey.
5590,"No, sorry, I don't think we've"
5591,met before. Ron Stallworth.
5593,Yeah? It's been
5594,"a few years, right?"
5596, Been a few years?
5597, Yeah.
5599,"No, I'm sorry."
5600,I don't think I can place you.
5602, Did you two go to school together?
5603, No. I went to private school.
5605,"Leavenworth, Kansas."
5607,Isn't that where
5608,the federal penitentiary is?
5610,"Matter of fact, it is."
5612,You know something
5613,about that.
5615," Don't you, Flip?"
5616, Flip?
5618,"Excuse me, gentlemen."
5620,There is an emergency phone call
5621,in the hallway for a Felix Kendrickson.
5623,"I'll be right back, Flip."
5625,Hello?
5627,Felix.
5629,"Jesus, they've"
5630,got cops everywhere.
5632,Somebody tipped them off.
5634,"Oh, God,"
5635,there's another one!
5637,"Calm down, baby."
5638,"We planned for this, all right?"
5640,"We'll go to plan B, okay?"
5642,"Okay, okay, okay."
5644,"Okay, okay, okay, plan B."
5646,"All right, baby?"
5647,You can do it.
5649,I'll be right there.
5651,All right.
5653,"Remember when you said, one day,"
5654,I'm gonna need your help?
5656,"This is it, baby."
5658,"I love you, honey bun."
5660,I love you.
5662,I can make
5663,America great again.
5665," Oh, yeah."
5666," We need lawyers,"
5668,"we need doctors,"
5669,and we need.
5671,"Excuse me, Mr. Duke."
5673,Let's go.
5675,Good talker.
5676,He's a good talker.
5678,"You'll have to excuse him,"
5679,Mr. Duke. I apologize.
5681,What was that all about?
5683,Why'd he keep
5684,calling you Flip?
5686,We were in prison together.
5688,Years ago.
5690,"Uh, it's an inside joke."
5692,"Well, I certainly hope"
5693,everything's okay.
5695,"Yeah, but I think he may have"
5696,violated his parole.
5698,I just need to use
5699,the restroom real quick.
5701,"Hey, where's Patrice?"
5703,Patrice and Odetta took
5704,Mr. Turner back to his hotel.
5706,Back up. Back up.
5708,Freedom.
5709,It dares to expose the fact
5711,that not only
5712,"is this a country,"
5714,not a white racist country.
5716,It is a racist country.
5718,"Indeed,"
5719,it is a racist country.
5721,It's an anti-white
5722,racist country.
5724,Fuck.
5726,But it's so important.
5728,"Next time, we should work"
5729,on getting a sister in here.
5731,We need to be
5732,hearing their stories.
5734, Yep.
5735, We need to start doing this every week.
5737,I'll reach out and see
5738,who I can get.
5740,Yeah.
5742,Colorado State Police.
5743,Don't move.
5745,"I said stop, damn it!"
5747,No! Help me!
5749,Help me!
5751,"Help me! Help me, please!"
5753,Stop. Stop.
5755, Where'd you put the bomb?
5756, No!
5758,You're hurting me!
5760,Where's the bomb?
5761,Where'd you put it?
5763, Get off me. Get off.
5764, Where is it?
5766, Get off of me!
5767, Hold still. Stay still.
5769, Stay still.
5770, I don't know what you're talking about!
5772, Where's the bomb?
5773, Freeze!
5775,"Get off her,"
5776,or I'll fucking shoot you.
5778, Whoa. Get off her.
5779, Okay. All right.
5781, Easy.
5782, I'm undercover.
5784, He's got a gun!
5785, I'm a cop!
5787, He touched me.
5788, She's a terrorist.
5790,That nigger attacked me.
5792,He tried to rape me.
5793,Arrest him.
5795, I'm an undercover cop!
5796, Show us your badge.
5798," It's in my pocket, okay?"
5799, What are you waiting for?
5801, Show us your badge.
5802, It's in my pocket. Relax.
5804,That nigger attacked me.
5805,He tried to rape me.
5807, Arrest him. Arrest him!
5808, I'm a cop.
5810, What are you doing?
5811, Get on the ground now!
5813,Yeah! Hit him!
5815,When you think about
5816,the fact that America
5818,"is still well over 85% white,"
5820,that America was founded
5821,exclusively by white people
5823,who wrote a Declaration of
5824,Independence
5826,and who fought
5827,"for our freedoms,"
5829,were the basis of our
5830,civilization and our culture
5832,and our Western Christian
5833,"society,"
5835,that means that the Christian Church
5836,that grew up in the world
5838,"was overwhelmingly a white,"
5839,European phenomenon.
5841,The magnificent beauty
5842,of the European people.
5844,"But today, the word ""white"""
5845,is a curse word.
5847,Ron!
5849,Anti-white.
5851,Patrice!
5853,Patrice!
5855,Hey! Hey!
5857, Stand down. Stand down!
5858, Who the fuck are you?
5860,"Undercover cop,"
5861,you fucking idiot.
5863,The black guy's a cop?
5865,Give me your keys.
