,utterance,bool
1486,"You can see it from miles away, you know?",0.0
1487,"Good visibility, as Walter would say.",0.0
1488,"Freaks out the Jew media, and it, well, it keeps niggers on their nigger toes.",1.0
1490,"Oh, look at that. Damn, there's another one.",0.0
1491,"The pigs are out tonight, yeah.",0.0
1492,Good job. Send another one.,0.0
1493,Lot of these guys in the Army?,0.0
1494,We got a couple.,0.0
1495,"We got a few on active duty, yeah.",0.0
1496,I just finished my second tour in 'Nam.,0.0
1497, No shit.,0.0
1498, Yeah.,0.0
1499,My guy.,0.0
1500,"Hey, Ron, do you happen to know anything about C-4?",0.0
1501,You being in the military and all?,0.0
1502,Enough to make shit blow up.,0.0
1503,".program dares to love white people, white heritage and white freedom.",0.0
1504,This program also dares to expose  the Jewish supremacism.,0.0
1505, Here come my boys.,0.0
1506,Here come the cavalry.,0.0
1507,.and the criminal banking establishment.,0.0
1508,"These criminal bankers, the criminal Fed, the establishment is.",0.0
1509,"They're ethnically cleansing our people, not only in the United States.",0.0
1510,Not only in the United States.,0.0
1511,The only thing that we hear today from politicians.,0.0
1512,"You all, cross burning is off.",0.0
1513,"Too many cops, God damn it.",0.0
1514,"""Right, thank you, black people.",0.0
1515,"I love black people."" And, of course, every politician, every politician has to talk and genuflect to the real rulers of our society and say, ""I want to thank the Jewish people.",0.0
1516,"""I love the Jewish people.",0.0
1517,"""The Jewish people are always our friends ""no matter what they do, ""no matter how much they destroy our country.",0.0
1518,"""It's just wonderful.",0.0
1519,"You know, we just love the Jews."" And no senator or congressman would dare get up and say, ""I love white people.",0.0
1520,"""I love white heritage.",0.0
1521,"""I love my people, and I love the culture ""that was created in Europe.",0.0
1522,"""And this great Western, Christian civilization.",0.0
1523,"""I want to see that persevere.",0.0
1524,"""You know, I want to see that be enriched."" A lot of people think I hate Negroes, but I don't.",0.0
1525,"And the Organization doesn't, either.",0.0
1526,They just need to be with their own.,0.0
1527,That's what Pinky would say.,0.0
1528,Pinky didn't mind segregation one bit.,0.0
1529,She just wanted to be with her own kind.,0.0
1530,Sounds like she was a Mammy to you.,0.0
1531,You ever seen Gone with the Wind?,0.0
1532,Pinky was my Hattie McDaniel.,0.0
1533,She won the Oscar for that role.,0.0
1534,"You know, Best Supporting Actress, so.",0.0
1535,"You were Scarlett, and she was Mammy.",0.0
1536,That's right.,0.0
1537, Right.,0.0
1538, That's funny.,0.0
1539,"When she passed, it was like.",0.0
1540,"Well, it was like we lost a member of the family.",0.0
1541,A good nigger is funny like that.,1.0
1543,"In that sense, they're like a good dog.",0.0
1544,"They get real close to you, and as soon as you lose them, it just breaks your heart.",0.0
1545,"That's well said, Ron.",0.0
1546, I knew a coon once.,1.0
1547, Did you?,0.0
1548,"Yeah, that Negro lived across the street from us.",0.0
1549,I must have been six or seven.,0.0
1550,His nickname was Butter Biscuit.,0.0
1551,How'd he get that nickname?,0.0
1552,He loved his mama's butter biscuits.,0.0
1553,"Yum, yum.",0.0
1554,Me and Butter Biscuit played together every day.,0.0
1555,"One day, my father came home early from work.",0.0
1556,He told me I couldn't play with that little spook anymore because I was white and Butter Biscuit was a nigger.,1.0
1558,That's so rich.,0.0
1559,"Well, your father sounds like a terrific man.",0.0
1560,He was a true American.,0.0
1561,Taught me what was right.,0.0
1562,This is why we need more people like you and me in public office.,0.0
1563,Get this country back on track.,0.0
1564,Amen.,0.0
1565,For America to achieve its.,0.0
1566,"Uh, its greatness again.",0.0
1567,Absolutely.,0.0
1568,"Boy, I sure wish we had a chance to chat face-to-face.",0.0
1569,"In due time, my friend.",0.0
1570,"In due time, I will be in Colorado Springs for your initiation.",0.0
1571,"You're coming to Colorado Springs, sir?",0.0
1572,You bet your Mayflower Society ass I am.,0.0
1573,You're darn tooting.,0.0
1574,"All right, I pulled the materials that you asked for.",0.0
1575, Okay.,0.0
1576, So you just move it around like this to see the images.,0.0
1577,"Once you try it, I think you'll get the hang of it.",0.0
1578, Okay? Got it?,0.0
1579, Thank you.,0.0
1580,"Okay, I'll be at the desk if you need anything.",0.0
1581,Okay. Thank you.,0.0
1582,Thanks for getting back to me.,0.0
1583,"Listen, I think we need a new leader.",0.0
1584,Someone everyone can unite behind.,0.0
1585,I just don't think I'm gonna carry the votes.,0.0
1586,"Felix would love to be the one, but I can't let that happen.",0.0
1587,He's a crazy son of a bitch.,0.0
1588,Goddamn loose cannon.,0.0
1589,"No, we need someone articulate, someone. Someone who displays real leadership qualities.",0.0
1590,And I think it should be you.,0.0
1591,I gotta think about this.,0.0
1592,"My father, he's sick, and he lives in El Paso.",0.0
1593,I don't know if I can handle both.,0.0
1594,Sorry to hear that.,0.0
1595,Think about it.,0.0
1596,"You're a smart and diligent man, and I've got no doubt that you could handle it.",0.0
1597,I think it's time we get some new blood in here.,0.0
1598, Yeah?,0.0
1599, New ideas.,0.0
1600,"For that reason, I'm planning to step down as your president.",0.0
1601,But I would like to make a nomination.,0.0
1602,Mr. Ron Stallworth for chapter president.,0.0
1603,We just met this guy.,0.0
1604,He just walked in off the street.,0.0
1605,Let me ask a question.,0.0
1606,Is there anybody here who's willing to put their neck on the line for Ron?,0.0
1607,I'll vouch for Ron.,0.0
1608,You know who else vouches for Ron?,0.0
1609,Mr. Duke.,0.0
1610,"Look, it's a big honor, but I. I can't accept.",0.0
1611,"The trouble is, what you good men need is a president who will be constant.",0.0
1612,"On call day in, day out.",0.0
1613,My old man is sick.,0.0
1614,I just found out.,0.0
1615,So I'm going to be back and forth between here and Dallas.,0.0
1616,"El Paso, Flip, El Paso!",0.0
1617,Thought it was El Paso.,0.0
1618,It is. What did I say?,0.0
1619, Dallas.,0.0
1620," Which one is it, Ron?",0.0
1621,Make up your mind.,0.0
1622,Dallas is where the layover is.,0.0
1623,El Paso is where my father is.,0.0
1624,"Dallas, that's where they killed that nigger lover, Kennedy.",1.0
1626,Where you learned that?,0.0
1627,I can read. I can.,0.0
1628,"Well, we'll pray for your pop's health.",0.0
1629,It's him.,0.0
1630,"Hey, Ron, I don't share this  with a lot of people, but.",0.0
1631, Yeah.,0.0
1632,"Well, I'm anxious to meet you.",0.0
1633,"Excited to meet you, too, Ron.",0.0
1634,"Aren't you ever concerned of some smart-aleck nigger calling you, pretending to be white?",1.0
1635,No. I can always tell when I'm talking to a Negro.,0.0
1636,How so?,0.0
1637,"Take you, for example, Ron.",0.0
1638,Me?,0.0
1639,Yeah.,0.0
1640,"I mean, I can tell that you're a pure Aryan white man from the way you pronounce certain words.",0.0
1641,Can you give me any examples?,0.0
1642,"Yeah, take the word ""are."" Pure Aryan like you or I would pronounce it correctly. ""Are."" Negro pronounces it ""are-uh."" Did you ever notice that?",0.0
1643,"It's like, ""Are-uh ""you gonna fry up that ""crispy fried chicken, soul brother?"" You know?",0.0
1644,Sorry.,0.0
1645,Wow.,0.0
1646,You are so white.,0.0
1647,Thank you for teaching me this lesson.,0.0
1648,"If you had not brought it to my attention, I wouldn't have noticed the difference between how we talk and how Negroes talk.",0.0
1649,"Good, good.",0.0
1650,Yeah.,0.0
1651,I'd love to continue this conversation in Colorado Springs.,0.0
1652,"It's beautiful here, sir. God's country.",0.0
1653,"Well, that's what I hear, Ron.",0.0
1654,"I look forward to meeting you, and, uh, we'll be talking real soon.",0.0
1655,God bless White America.,0.0
1656,Come back.,0.0
1657," Oh, my God.",0.0
1658, Who are you giving the finger?,0.0
1659,Hello?,0.0
1660,It's Felix.,0.0
1661,Catch you at a bad time?,0.0
1662,"No, not at all.",0.0
1663,I'm just finishing a meal.,0.0
1664,"Meeting, my house. Now.",0.0
1665,"Ron, get your ass in gear.",0.0
1666,And don't tell mealymouth Walter.,0.0
1667,Welcome to the promised land.,0.0
1668,"In about a week's time, we'll be welcoming Mr. David Duke to our city.",0.0
1669," Oh, yeah.",0.0
1670, Who's packing tonight?,0.0
1671,I'm packing.,0.0
1672,Amen.,0.0
1673,"Where's your piece, Ron?",0.0
1674,"Well, you know, I don't carry it on me all the time.",0.0
1675,"""Don't carry."" No, that.",0.0
1676,I got you covered.,0.0
1677,Won't happen again.,0.0
1678,We're gonna need your good shot come next Sunday.,0.0
1679,Why? What's next Sunday?,0.0
1680,The war is gonna come to us.,0.0
1681,"Well, fuck yeah.",0.0
1682,Looks like we got ourselves another soldier.,0.0
1683,"Just make sure that when you're at the steakhouse, you got your new friend with you.",0.0
1684,"And, Ron, you're gonna want to name your piece.",0.0
1685,This is Betsey.,0.0
1686, Don't point that at me. Jesus Christ.,0.0
1687, I'm sorry.,0.0
1688,Don't fucking point the gun at anybody ever.,0.0
1689,I know what I'm doing.,0.0
1690,I know how to use this thing.,0.0
1691, Honey. Do you ever have second thoughts?,0.0
1692, Mmm-hmm.,0.0
1693,About what?,0.0
1694,Killing them.,0.0
1695,Never think twice about killing niggers.,1.0
1697,"You won't be able to take it back, though.",0.0
1698,"They're the first of many niggers  that must die, honey bun.",1.0
1701, I know. It's just becoming so real.,0.0
1702,I always thought it would be like a dream.,0.0
1703,I know.,0.0
1704,It's just so beautiful.,0.0
1705,We're cleansing this country of a backwards race of chimpanzees.,0.0
1706,First the spooks.,0.0
1707,Then the kikes.,1.0
1708,"Free at last, free at last.",0.0
1709,"Thank God Almighty, free of them niggers at last.",1.0
1711,"I love it when you do that, honey.",0.0
1712,Mmm.,0.0
1713,"We've talked about killing niggers for so many years, and now it's really happening.",1.0
1715,Hmm.,0.0
1716,My old man always told me good things come to those who wait.,0.0
1717,Mmm.,0.0
1718,Thank you for bringing me into your life.,0.0
1719,For loving me like you do.,0.0
1720,"For giving me a purpose, direction.",0.0
1721,This could be the new Boston Tea Party.,0.0
1722,Mmm.,0.0
1723,Mr. Stallworth.,0.0
1724,Pleased to meet you.,0.0
1725,Names of chapter members?,0.0
1726,What is this about?,0.0
1727,Two names on your list work at NORAD.,0.0
1728,"The two mystery men, Steve and Jerry?",0.0
1729,Real names are Harry Dricks and Kevin Nelson.,0.0
1730,Two clowns with top security clearances.,0.0
1731,These Klansmen are in charge of monitoring our safety.,0.0
1732,You've done a service to your country.,0.0
1733,We've been following your investigation.,0.0
1734,Impressive.,0.0
1735,"Last night, Fort Carson reported several C-4 explosives missing from their armory.",0.0
1736, No suspects.,0.0
1737, Klan?,0.0
1738,"Wait, the KKK and the United States Army?",0.0
1739,"You won't see this on the news for obvious reasons, but thought it might be of interest to you.",0.0
1740,"If you know about a possible attack, I need to know when.",0.0
1741,You're the one with the impressive investigation.,0.0
1742,But can't you or the FBI chip in?,0.0
1743,Sir?,0.0
1744,FBI?,0.0
1745,Federal Bureau of Investigation?,0.0
1746,We never had this conversation.,0.0
1747,"You can hate me all you want, all right?",0.0
1748,Just promise me you won't go to that protest.,0.0
1749,I'm going. We're going.,0.0
1750,What are you talking about?,0.0
1751,"I can't get into specifics, but today the Klan is planning an attack.",0.0
1752, Then we have to tell the people.,0.0
1753, It's not an option.,0.0
1754,"Ungawa, Black Power!",0.0
1755,What's wrong with you?,0.0
1756,No one else can know while it's an active investigation.,0.0
1757,Active investigation?,0.0
1758,"And pray tell, how do you know that?",0.0
1759,Are you a pig?,0.0
1760, No.,0.0
1761," What are you, then?",0.0
1762,"Ungawa, Black Power!",0.0
1763,"Ungawa, Black Power!",0.0
1764,"Ungawa, Black Power!",0.0
1765,Want to sit?,0.0
1766,No. I'll stand.,0.0
1767,"Ungawa, Black Power!",0.0
1768,"Ungawa, Black Power!",0.0
1769,I'm an undercover detective.,0.0
1770,I'm investigating the Klan.,0.0
1771,Fucking KKK?,0.0
1772,"Ron Stallworth, you lied to me.",0.0
1773,Is that even your real name?,0.0
1774,Ron Stallworth is my first and last name.,0.0
1775,"Look, today is not the day, Patrice.",0.0
1776,I take my duties as the president of the Black Student Union seriously.,0.0
1777,"Well, how much good did it do?",0.0
1778,"You could sit in the middle of Nevada Avenue, light yourself on fire, the KKK will still be here.",0.0
1779,"Well, at least I would be doing something, unlike you.",0.0
1780, Unlike me?,0.0
1781, Yeah.,0.0
1782,"Don't think, just because I don't wear a black beret or a black leather jacket, black Ray-Bans, screaming, ""Kill Whitey,"" that I don't care about my people.",0.0
1783,"The night we saw Brother Kwame speak, were you undercover then, too?",0.0
1784,That's not fair.,0.0
1785, You have to understand.,0.0
1786, Answer the question.,0.0
1787,Were you undercover the night we met? Yes or no?,0.0
1788,"Ron Stallworth, are you for the revolution and the liberation of black people?",0.0
1789,I'm an undercover detective for the Colorado Springs Police.,0.0
1790,It's my J-O-B.,0.0
1791,That's the truth.,0.0
1792,"House niggers said they had a J-O-B, too.",1.0
1794,You disgust me.,0.0
1795,"My brother, you need to wake up.",0.0
1796,"Ungawa, Black Power!",0.0
1797,"Ungawa, Black Power!",0.0
1798,Are you fucking kidding me?,1.0
1799,You don't cross those lines.,0.0
1800,"This is about an investigation, not a relationship.",0.0
1801,Hate to break that blue wall of silence.,0.0
1802,Nice one.,0.0
1803, Is Patrice really in danger?,0.0
1804, Maybe.,0.0
1805,"Ungawa, Black Power!",0.0
1806,"Ungawa, Black Power!",0.0
1807,It's off.,0.0
1808,Yep.,0.0
1809,You'll know soon enough.,0.0
1810,What?,0.0
1811,Felix just said the march has been canceled.,0.0
1812, Why?,0.0
1813, Could be all the death threats.,0.0
1814,"No, they're used to that.",0.0
1815,And there's been nothing more about the explosives?,0.0
1816,No.,0.0
1817,Fuck it.,0.0
1818,We get them on weapons charges and stop them from doing anything that way.,0.0
1819,"Then what? You know, misdemeanor at best.",0.0
1820, Then they walk.,0.0
1821, I have a special assignment for Ron.,0.0
1822,Ron already has an assignment.,0.0
1823,"Yeah, what could be more important than preventing an attack, sir?",0.0
1824,We have very credible threats against David Duke's life.,0.0
1825,"So, Ron, I am assigning you security detail  for David Duke.",0.0
1826, What?,0.0
1827,"With all due respect, sir, I don't think this is a wise decision, given the situation.",0.0
1828,Who cares what you think?,0.0
1829,Duke needs protection.,0.0
1830,There's no one else available.,0.0
1831,Nut-cracking time.,0.0
1832,Put aside your personal politics.,0.0
1833,"Chief, it's not about that, and you know it.",0.0
1834,David Duke and Ron have been talking on the phone several times.,0.0
1835,If he recognizes his voice.,0.0
1836,"If any of the Klansmen do, it'll compromise our entire investigation.",0.0
1837, It's too dangerous.,0.0
1838," Correct me if I'm wrong, but didn't you boast to me that you were fluent in both English and jive?",0.0
1839, Do you remember that?,0.0
1840, Answer the Chief.,0.0
1841,"Oh, shut the fuck up, Landers.",0.0
1842,"You know, you've been trying to sabotage me since day one.",0.0
1843,"Why are you getting so worked up, boy?",0.0
1844," Hey, Ron!",0.0
1845," Hey, Ron, come on.",0.0
1846," Ron, Ron, no! Ron!",0.0
1847, It's not worth it.,0.0
1848," Okay, okay, all right.",0.0
1849, Just.,0.0
1850," Go, go, go.",0.0
1851, Stay put.,0.0
1852," Ron. Whoa, whoa!",0.0
1853, What the fuck is that?,0.0
1854,"Gotta bring something to get something, Landers.",0.0
1855,Eat a white dick!,0.0
1856,You let him get to you that easy?,0.0
1857,You don't have a shot with David Duke.,0.0
1858,"First, the primary target.",0.0
1859,Felix says you're doing it.,0.0
1860,"So all you have to do is set the pocketbook on the front porch, the back porch, a sidewalk.",0.0
1861,Doesn't matter.,0.0
1862,"As long as it's against the building, you can plant it anywhere.",0.0
1863,I got enough C-4 here to take out the whole thing.,0.0
1864,Be careful.,0.0
1865, You understand?,0.0
1866, I understand.,0.0
1867,All you have to do when you placed it.,0.0
1868,"Hey, sweetie. You listening?",0.0
1869,All you have to do when you placed it is flip the switch.,0.0
1870,Flip the switch.,0.0
1871,That's it.,0.0
1872,You got it?,0.0
1873,Miss Black Student Union Bitch is bringing in some old coon to speak.,1.0
1874,Place should be packed.,0.0
1875,"So, Brother Walker, nothing but rubble.",0.0
1876,And barbecued niggers.,1.0
1878, And what happens if that don't work?,0.0
1879, Plan B.,0.0
1880,"Can you handle it, honey?",0.0
1881,You can count on me.,0.0
1882,I've been waiting to do my part.,0.0
1883,Sweet as candy.,0.0
1884,"Ah, look at the lovebirds.",0.0
1885,Can I feel the C-4?,0.0
1886,No C-4 for you.,0.0
1887,You'll blow us all the fuck up to kingdom come.,0.0
1888, What is this black.,0.0
1889, Out here with  the great David Duke.,0.0
1890, Look at this fucking guy.,0.0
1891,How's he getting away with that?,0.0
1892,Mr. Duke's security detail.,0.0
1893, What?,0.0
1894, Fuck this guy.,0.0
1895,Mr. Duke.,0.0
1896,I'm a detective from the Colorado Springs Police Department.,0.0
1897,I'm here to keep you safe today.,0.0
1898," I'm sorry, have we met before?",0.0
1899, Mmm-mmm.,0.0
1900,You may know that there's several credible threats against your life.,0.0
1901,How's it going out here?,0.0
1902,"There have been threats on my life, and this is the detective they've assigned as my bodyguard.",0.0
1903,"Mr. Duke, I don't agree with your philosophies.",0.0
1904,"However, I'm a professional, so I will do everything within my means and beyond  to make sure you're safe.",0.0
1905," Okay, I appreciate your professionalism.",0.0
1906,"Allow me, sir.",0.0
1907,Thank you.,0.0
1908," Right this way, sir.",0.0
1909, Walt.,0.0
1910, Bro. How are you?,0.0
1911, Sir.,0.0
1912,Sorry for all the extra security today.,0.0
1913,Can't be too careful.,0.0
1914,"Yeah, I know.",0.0
1915,"We have a strong, strong.",0.0
1916,"Hey, fellas.",0.0
1917,"Yeah, like you were saying, last week on the phone.",0.0
1918,"Well, Mr. Duke.",0.0
1919,"I would like you to meet our newest recruit, Ron Stallworth.",0.0
1920,"Ron Stallworth, it is a pleasure to finally meet you in person.",0.0
1921,Same. Same.,0.0
1922,You as well.,0.0
1923,"This is our brother, Jesse.",0.0
1924, I'm Jesse.,0.0
1925," Hey, Jesse.",0.0
1926, Ron.,0.0
1927," Ron, yeah.",0.0
1928, I've heard so much about you.,0.0
1929," Oh, okay.",0.0
1930,I didn't realize how nervous I was gonna be.,0.0
1931,That's all right.,0.0
1932,What's that doing here?,0.0
1933,That's the fucking cop they got to guard Mr. Duke.,0.0
1934,Isn't that the living shit?,0.0
1935,"Gentlemen, it's time.",0.0
1936," Ron, why don't you follow me?",0.0
1937, Okay.,0.0
1938,Let's go. Let's go.,0.0
1939,You stay right here.,0.0
1940,You hear?,0.0
1941,"God, America's going to hell in a handbasket.",0.0
1942,"That started out as a nice spring day back there in Waco, Texas.",0.0
1943,"May 15, 1916.",0.0
1944,Jesse Washington.,0.0
1945,Was a friend of mine.,0.0
1946,He was 17.,0.0
1947,I was 18.,0.0
1948,We kind of looked at Jesse and called him slow.,0.0
1949,"Today, you'd call him mentally retarded.",1.0
1950,They claimed Jesse raped and murdered a white woman by the name of Lucy Fryer.,1.0
1952,"They put Jesse on trial, and he was convicted by an all-white jury after they deliberated for only four minutes.",0.0
1953,"My brothers in Christ, Nobel Prize recipient, co-creator of the transistor and a dear, dear friend of mine, Dr. William Shockley, whose groundbreaking scientific work ushered in the computer age, has proven, through his research with eugenics, that each of us here has flowing through our veins the genes of a superior race.",0.0
1954,It's a fact.,0.0
1955,It's a fact.,0.0
1956,It can't be disputed.,0.0
1957,"Today, we celebrate that truth.",0.0
1958,"Masks off, hoods on.",0.0
1959,I was working across the street at the shoeshine parlor.,0.0
1960,"And after the verdict, a mob grabbed Jesse, put a chain around his neck and dragged him out of the courthouse.",0.0
1961,"Oh, my God.",0.0
1962,I knew I had to hide.,0.0
1963,That way.,0.0
1964,"Be careful, brother.",0.0
1965,"Well, all right.",0.0
1966,"Where I was, the shoe parlor had a window up in the attic.",0.0
1967,And I could see the crowd.,0.0
1968,They marched Jesse through the streets.,0.0
1969,They stabbed him and beat him.,1.0
1970,Oh!,0.0
1971,"And finally, in a bloody heap, they held him down in the street and cut off his testicles.",0.0
1972,"God, give us true white men.",0.0
1973,"The Invisible Empire demands strong minds, great hearts, true faith, clean and ready hands.",0.0
1974,Men who have honor.,0.0
1975,Men who will not lie.,0.0
1976,Men who can stand before a demagogue and damn his treacherous flatteries without blinking.,0.0
1977,"God, give us real men.",0.0
1978,Courageous men who flinch not at duty.,0.0
1979,"Men of dependable character, men of sterling worth.",0.0
1980,"Then wrongs will be redressed, and right shall rule the Earth.",0.0
1981,"God, give us true white men.",0.0
1982,Ron Stallworth.,0.0
1983,Rise.,0.0
1984,Step forward.,0.0
1985,The police and the city officials were out there watching him.,0.0
1986, They cut off his fingers.,0.0
1987, Oh!,0.0
1988,And threw coal oil all over his body.,0.0
1989,They lit a bonfire and raised him and lowered him over these flames over and over and over again.,0.0
1990,"Ron Stallworth, are you a white, non-Jewish American citizen?",0.0
1991,Yes.,0.0
1992,Yes what?,0.0
1993,"Yes, I am a white, non-Jewish American citizen.",0.0
1994,Are you in favor of a white man's government  in this country?,0.0
1995, Yes.,0.0
1996,"Ron Stallworth, are you willing to dedicate your life to the protection, the preservation and the advancement of the white race in mind, in body  and in spirit?",0.0
1997, Yes.,0.0
1998,Be seated.,0.0
1999,The mayor had a photographer by the name of Gildersleeve.,0.0
2000,He came and took pictures of the whole thing.,0.0
2001,Those pictures were later sold as postcards.,0.0
2002,Remove your hood.,0.0
2003,They put Jesse's charred body into a bag.,0.0
2004,Remove your hood.,0.0
2005,Dragged him through town.,0.0
2006,Remove your hood.,0.0
2007,They sold the remains.,0.0
2008,Remove your hood.,0.0
2009,As souvenirs.,0.0
2010,Remove your hood.,0.0
2011,Lot of good white folks just stood there like it was a Fourth of July parade.,0.0
2012,They even let the children out of school on lunch hour.,0.0
2013,Remove your hood.,0.0
2014,And all I could do was to watch and hope they wouldn't find me.,0.0
2015,Come.,0.0
2016,Welcome your brethren who have been baptized by the light.,0.0
2017, Please.,0.0
2018," Oh, my God!",0.0
2019,Let's give them some applause!,0.0
2020,One of the reasons they had done that to Jesse was a movie called Birth of a Nation.,0.0
2021,"It had come out the year before, and it was so powerful that it gave the Ku Klux Klan a rebirth.",0.0
2022,"Oh, God. Oh, my God.",0.0
2023,"Oh, my God. No!",0.0
2024,No!,0.0
2025,"Oh, look at that one!",0.0
2026,"Oh, he's disgusting.",0.0
2027,Oh!,0.0
2028,"Oh, those poor women.",0.0
2029,Don't you do it!,0.0
2030, Why?,0.0
2031, No.,0.0
2032,No.,0.0
2033,The ingenuity of white women!,1.0
2034,"Today, they would call that kind of movie a blockbuster.",0.0
2035,Everybody saw it.,0.0
2036,That's disgusting.,0.0
2037,"Even the president of the United States, Woodrow Wilson, showed it at the White House.",0.0
2038,"And he said that it was ""history written with lightning."" What. What is really.",0.0
2039,"Oh, look at that little pickaninny.",0.0
2040,"Watch, watch. They're gonna scare the pickaninnies.",0.0
2041,Get out of there!,0.0
2042, Move. Move.,0.0
2043, Get out of there!,0.0
2044,The inspiration!,0.0
2045,Get 'em out of there!,0.0
2046, Go get 'em!,0.0
2047, Go!,0.0
2048,Go get 'em!,0.0
2049,Hey!,0.0
2050, Send him to hell!,0.0
2051, String him up!,0.0
2052,String him up!,0.0
2053,Guilty!,0.0
2054,Get him on that horse.,0.0
2055,Get him up!,0.0
2056,String him up!,0.0
2057,Yeah!,0.0
2058,White power!,0.0
2059,White power! White power!,0.0
2060,That's why we're here today.,0.0
2061,In the name of Black Power.,0.0
2062, Yes.,0.0
2063, Black Power. Black Power.,0.0
2064,Black Power! Black Power!,0.0
2065,Black Power! Black Power!,0.0
2066,Black Power!,0.0
2067,I'd like you to do me a favor and just look around.,0.0
2068,That's right.,0.0
2069,Everyone just look around.,0.0
2070,"Today, we are privileged to be among white men.",0.0
2071,And white women.,0.0
2072,Such as yourselves.,0.0
2073,Real warriors.,0.0
2074,For the real America.,0.0
2075,The America that our ancestors fought and died for.,0.0
2076,The true white American race.,0.0
2077,The backbone from whence came our great Southern heritage.,0.0
2078,And I want to thank you.,0.0
2079,Jesus Christ.,0.0
2080,I want to thank you so much for never putting your country second.,0.0
2081, That's right.,0.0
2082, Hmm.,0.0
2083, America first.,0.0
2084, America first.,0.0
2085,America first.,0.0
2086,America first!,0.0
2087,America first!,0.0
2088,Ain't this a bitch.,0.0
2089,"If I would have known this was a Klan meeting, I wouldn't have taken this motherfucking gig.",0.0
2090,Goddamn.,0.0
2091,"Right on, right on.",0.0
2092,"All right, now, when are you boys gonna invite me down to Louisiana?",0.0
2093,We'd certainly love to have you.,0.0
2094,Still a lot of work to be done.,0.0
2095,"I mean, you've done a great job whipping up this chapter, but.",0.0
2096,"Well, I could do a great job on a national level.",0.0
2097,Excuse me.,0.0
2098,"Walter, may I?",0.0
2099,Behave yourself.,0.0
2100,"Mr. Duke, I just want to say how honored my wife, Connie, and I are for being in your presence.",0.0
2101,"What's your name, friend?",0.0
2102,Felix.,0.0
2103,"Felix, the pleasure's all mine.",0.0
2104,We'd love to have you out to the house for dinner sometime.,0.0
2105,We Coloradans can cook just as good as those Cajun ladies you got down there.,0.0
2106,"All right, now, Connie.",0.0
2107,"We're on a very tight schedule here, but you made a mistake.",0.0
2108,"Next time I'm in town, I'm gonna hold you to that, okay?",0.0
2109,"Oh, I see Susie.",0.0
2110,I'll be back in just a second.,0.0
2111,Hey.,0.0
2112,Thank you.,0.0
2113,Thank you very much.,0.0
2114, Is this your wife?,0.0
2115, Yep.,0.0
2116, Hey. Ron. How are you?,0.0
2117, Hi.,0.0
2118,Nice to meet you.,0.0
2119,Never seen you dressed up before.,0.0
2120,"It's a pleasure to meet you, Felix.",0.0
2121, You have a fantastic night.,0.0
2122," Oh, thank you.",0.0
2123,America first.,0.0
2124,"Hey, Ron, how you doing?",0.0
2125," I'm good, I'm good.",0.0
2126, Good.,0.0
2127, He's a cop.,0.0
2128, Who?,0.0
2129, That guy.,0.0
2130, Ron?,0.0
2131," No, the other guy.",0.0
2132, Ron's a cop?,0.0
2133,"His name is Phillip, but his nickname is Flip.",0.0
2134, Who's Phillip?,0.0
2135, Who's Ron? That's Phillip.,0.0
2136, What the fuck are you talking about?,0.0
2137, That guy.,0.0
2138,That's the cop that sent me to the fucking big house for armed fucking robbery.,0.0
2139,His fucking name is Phillip.,0.0
2140,Phillip Zimmerman.,0.0
2141, What's his name?,0.0
2142, Phillip Zimmerman.,0.0
2143,How many times I gotta fucking tell you?,0.0
2144,Isn't that a fucking Jew name?,0.0
2145,You can't go by that.,0.0
2146,Jews change their name all the time to non-Jew names.,0.0
2147,"I mean, they killed Jesus, right?",0.0
2148,Ron Stallworth is a fucking Jew.,1.0
2150,Could've been worse.,0.0
2151,How so?,0.0
2152,Could've been a nigger.,1.0
2154,Yeah.,0.0
2155,They built this stuff out of.,0.0
2156,It starts to dissolve.,0.0
2157,"It wasn't water, you know.",0.0
2158,The beads take the.,0.0
2159,He is a nigger.,1.0
2162,Who?,0.0
2163,That cop guarding Duke.,0.0
2164,Zimmerman's using his name.,0.0
2165,I guess I could use mops.,0.0
2166, Shall we tell the grand wizard?,0.0
2167," No, no, no. Not yet.",0.0
2168,I'll find the moment.,0.0
2169,Okay.,0.0
2170,Fucking Jew.,0.0
2171,"Yeah, I know. We have a strong future in America.",0.0
2172,I'm so glad I made this trip.,0.0
2173, With all these chapters.,0.0
2174," Well, that's what we  have to work on.",0.0
2175," Excuse me, gentlemen.",0.0
2176,Hi.,0.0
2177,"Mr. Duke, favor to ask.",0.0
2178,Nobody's gonna believe me when I tell them that I was your personal bodyguard today.,0.0
2179,Care to take a Polaroid with me?,0.0
2180,I don't know.,0.0
2181,Do those cool shades come off?,0.0
2182,"Oh, yes, sir, they do.",0.0
2183, Okay.,0.0
2184, There we go.,0.0
2185,"Hey, Jesse. Let's do this.",0.0
2186,It'll be right.,0.0
2187,"Yeah, yeah, yeah.",0.0
2188, Who should.,0.0
2189, What.,0.0
2190, What's his name?,0.0
2191," Uh, Ron.",0.0
2192, Stallworth.,0.0
2193," Ron. Ron, sir.",0.0
2194,"Can you take this picture of us, please?",0.0
2195,"All right, don't touch me.",0.0
2196,Great.,0.0
2197, All right.,0.0
2198, All right.,0.0
2199,Thank you so much.,0.0
2200,Thank you.,0.0
2201,Here we go. One.,0.0
2202,Two. Three.,0.0
