,0
3237,- Good evening.
3239,
3240,"Oh, God. Here we go."
3242,"- Mrs Doubtfire, you look wonderful."
3243,- Thank you.
3245,Come on. I hope you're all hungry.
3247,"- Good evening, Mr Lundy."
3248,- I'm meeting someone. Is he here?
3250,"No, I'm sorry. He hasn't arrived yet."
3252,But we can seat you.
3253,Smoking or nonsmoking?
3255,"- Nonsmoking, please."
3256,- Nonsmoking...
3258,- Tanya will seat you. Table 15.
3259,"- This way, please."
3261,- Reservation. Dunmeyer.
3262,"- Yes, sir."
3264,- Smoking or nonsmoking?
3265,- Nonsmoking.
3267,- Smoking!
3268,"- Mrs Doubtfire, you don't smoke."
3270,"No, I don't. But I did."
3272,I found the best way to keep from smoking
3273,again is to be around those who do smoke.
3275,I have to randomly ingest just a little bit
3276,of nicotine and it steels my wool.
3278,And I know you're Mr Health. Bless you
3279,for putting yourself in harm's way.
3281,- Smoking.
3282,- All right. Table 39.
3284,"- Follow me, please."
3285,- 39! My age! You're a saint.
3287,Thank you very much
3288,for humouring an old lady.
3290,- (Daniel to himself) He's pissed already.
3291,- Mrs Doubtfire?
3293,- Would you... like to join us?
3294,- Ooh. I thought I saw Clint Eastwood.
3296,That would make my day!
3297,He is such a stud-muffin.
3299,"Will you excuse me, dear?"
3300,I have to check my wrap.
3302,"- Oh, I can do it for you."
3303,"- Oh, no, please. I'm quite capable of..."
3305,"All right, dear. There you go."
3307,"- Oh, and your bag too, ma'am."
3308,- Drop it!
3310,"Oh, I'm very sorry, dear. It's my medicine."
3312,- I have to go take my medicine now.
3313,- We have water at the table.
3315,"I can't take it orally, dear. I'll be right back."
3317,- (Stu) Would you like something to drink?
3318,"- Oh, yes. A good stiff Chardonnay."
3320,I like 'em light and woody.
3322,
3324,- Hello. Bridges Restaurant. May I help you?
3325,- Yes. My name is Daniel Hillard.
3327,Mr Lundy is expecting me for dinner. Will you
3328,"tell him I'm running late, but I'm on my way?"
3330,"- I'll deliver the message personally, sir."
3331,- Thank you.
3333,
3334,Oh!
3336,"Oh, Stu!"
3338,- Wow!
3339,- It's beautiful.
3341,It's gorgeous! Thank you!
3343,Oooh! Did I miss anything?
3345,"Well, yes. Look. This is the gift"
3346,that Stu gave me for my birthday.
3348,Ohhhh!
3350,- Isn't it gorgeous!
3351,- Is it real?
3353,"It is very real, Mrs Doubtfire."
3355,You can either wear that or feed a small
3356,country. That's so nice. So decadent.
3358,"Mommy, I need to go."
3360,"- Mrs Doubtfire, would you take her?"
3361,- No. You.
3363,"- She wants you, dear."
3364,- Well... I'll be right back.
3366,OK.
3368,"Yes, well..."
3370,"Children, look at that lovely"
3371,dessert tray over there.
3373,Why don't you go over and pick
3374,what you'd like now so they could reserve it?
3376,- We'll be back.
3377,- All right.
3379,That's a pretty impressive bauble you got her.
3381,"Oh, thank you. Thank you."
3383,"A fella gives a gift like that,"
3384,"he wants more than a piece of her heart, eh?"
3386,"Bit of a going-down payment, huh?"
3388,- Excuse me?
3389,"- You know, dear. Sink the sub."
3391,Hide the weasel? Park the porpoise?
3393,Bit of the old humpty dumpty?
3395,"Oh, dear. I'm sorry."
3396,Am I being a little graphic? Sorry.
3398,- I hope you're up for a little competition.
3399,- I beg your pardon?
3401,"She's got a power tool in the bedroom, dear."
3402,It's her personal jackhammer.
3404,She uses it and the lights dim.
3405,It's like a prison movie.
3407,Amazed she hasn't chipped her teeth. Ooh!
3409,I hope you bring cocktail sauce.
3411,She's got crabs.
3412,And I don't mean Dungeness.
3414,"I'm being blunt as a spoon, aren't I?"
3416,Forgive me. Oh...!
3418,"It's the wine. Oh, gosh!"
3420,Be back in a flash. All right? My tiny bladder.
3422,- Mrs Doubtfire!
3423,- What?
3425,- You're going into the men's room.
3426,"- No! Oh, so it is!"
3428,"I do need new glasses, dear. Sorry!"
3430,Hello!
3432,Aagh!
3434,Jesus! God!
3436,- Excuse me. May I have a menu?
3437,- Of course.
3439,- What's France like?
3440,- (Stu) Very beautiful.
3442,Thank you very much.
3444,- Mr Lundy.
3445,"- Oh, hi."
3447,- Sorry I'm late. Did you get my message?
3448,- Yes. Sit down.
3450,- How about a drink?
3451,- Sure. I'll have what he's having.
3453,Double Chivas on the rocks.
3455,Bring him two doubles so he can catch up.
3457,"- A Scotch drinker, huh? That's my kinda guy!"
3458,"- Gentlemen, start your engines."
3460,"- OK, everybody. Are we ready to order?"
3461,"- Yes, I believe we are. Children, fire away."
3463,Shouldn't we wait for Mrs Doubtfire?
3465,Yes.
3467,OK.
3469,- Ah!
3470,- Ah!
3472,- Ahaha!
3473,- Ahaha!
3475,- (waiter) How are we doin'?
3476,"- No, no."
3478,"Oh, yes. Come on."
3480,All right.
3482,Now...
3484,What can you do
3485,to help the ratings on the kid show?
3487,Bottom line: don't patronise kids.
3488,They're little people.
3490,You gotta personalise it. Make it fun.
3491,"If it's something you'd enjoy, they'd enjoy it."
3493,- That's what I'm interested in.
3494,- Bingo!
3496,"Well, I wonder what's happened"
3497,to Mrs Doubtfire.
3499,- We could cross over to the news.
3500,- Would you excuse me for a moment?
3502,But...
3504,"- May I help you, ma'am?"
3505,"- Yes, dear. Thank you very much."
3507,"Oh! Oh, my goodness!"
3509,I'm so sorry! It's my fault.
3511,- Forgive me. Excuse me.
3512,- I'm all right. There we go.
3514,"Thank you. Oh, let's see here!"
3516,"- May I take your order, ma'am?"
3517,"- Oh, yes."
3519,Wooh!
3520,
3522,Let's see. I'll have the...
3524,..poached salmon.
3526,"- And you, sir?"
3527,- I'll have the jambalaya.
3529,- Make mine not spicy. I'm allergic to pepper.
3530,"- Certainly, sir."
3532,Thank you. Cheers. Your health.
3534,Oop.
3536,"Oh, my God."
3538,(lisps) So sorry about that.
3539,Just one moment.
3541,Carpe dentum
3542,- seize the teeth.
3544,Let me assist you.
3546,"A spoon. Oh, how clever. Wait. I've got it."
3548,"Wait. There, there. Make a pincer."
3550,Come at it from both sides.
3551,"Together - up, up, up."
3553,Oh... Oh! Thank you. There it is.
3555,"Just shake them off, like a dog."
3557,"Sorry. Oh, forgive me."
3559,- That's all right.
3560,- Sorry about my spray.
3562,I'll be right back. I just have to
3563,re-attach them with a little adhesive.
3565,"- Tell him to puré'e the salmon, if you will."
3566,- Puré'e the salmon.
3568,Thank you. Sorry about that.
3570,"Oh, that one."
3572,Oh. I didn't know there was
3573,someone else in here. Sorry.
3575,
3577,"Damn it! Oh, there it is. Urgh!"
3579,Excuse me.
3581,(drunkenly) Where the hell have you been?
3582,I ordered you another Scotch.
3584,- Bully!
3585,- (laughs)
3587,- Daniel?
3588,- Hm?
3590,Are you wearing ladies' perfume?
3592,"Yes, I am."
3594,Are you wearing lipstick?
3596,Yeah.
3598,Why?
3600,- It rubbed off.
3601,- From whom?
3603,A girl I used to date. She's a waitress.
3605,- A waitress? Here?
3606,"- Oh, yeah."
3608,On the way to the bathroom...
3609,Couldn't keep her hands off me.
3611,
3613,- You dog!
3614,- You scallywag!
3616,"Hey, hey."
3618,I got the stretch outside.
3619,Does your girlfriend have a girlfriend?
3621,"- Hey, it's the '90s."
3622,"- No, no! I mean..."
3624,Does she have a lady friend for me?
3626,- Go ahead. Ask her.
3627,- I'll go ask her.
3629,"Go on. Come on, go get 'em!"
3631,"Hey, Dan! Dan!"
3633,I need my order for table 39!
3635,- Relax. I'll be out in a minute.
3636,- Thank you! Great.
3638,
3640,39.
3641,
3643,Table 39!
3645,Hot jambalaya!
3647,"- Can I help you, ma'am?"
3648,- Sorry I'm late.
3650,But after all those Scotches
3651,I had to piss like a racehorse.
3653,- Daniel?
3654,- Yeah.
3656,Why in God's name
3657,are you dressed like a woman?
3659,"Oh, damn."
3661,Well...
3663,I'd like you to meet
3664,the host of your new show.
3666,Host?
3668,"Euphegenia Doubtfire, dear. I specialise in"
3669,the education and entertainment of children.
3671,
3672,Surprise!
3674,
3675,"Oh, thank you very much."
3677,- This looks terrific.
3678,- Where's Mrs Doubtfire?
3680,"Well, I hope the dear lady's all right."
3682,- Shall we start?
3683,- Yes. Let's start. I don't want it to get cold.
3685,Bon appétit.
3687,Tell me. Why would Mrs Doubtfire
3688,be a good host?
3690,(rapping) I'm a hip old granny who could
3691,"hip-hop, bebop, dance till ya drop,..."
3693,"..and yo, yo, make a wicked cup of cocoa."
3695,
3697,Stu? Stu...
3699,"Oh, he's choking. He's choking!"
3701,Help us! Somebody help!
3702,He's choking! Help us!
3704,
3705,"Oh, God! Oh, God!"
3707,- He's choking here! Call 911!
3708,"- Oh, no. I killed the bastard."
3710,- Mrs Doubtfire! Help us! He's choking!
3711,"- Help is on the way, dear!"
3713,- Mrs Doubtfire!
3714,- Help is on the way!
3716,"- Mrs Doubtfire, he's choking!"
3717,"- Hold on, dear."
3719,"One more time, dear. Work with me!"
3721,
3722,Come on! Come on!
3724,
3726,Come on!
3727,
3729,Aaarghhh!
3731,
3733,
3734,I'm all right.
3736,- (as Daniel) Are you all right?
3737,- Yes.
3739,Almost lost ya.
3741,"Oh, Dad."
3743,"Oh, my..."
3745,Daddy?
3747,"Yeah, honey. It's me."
3749,
3751,- Happy birthday.
3752,- (yelps)
3754,Daniel...
3756,"Daniel! Oh, my God!"
3758,"Oh, my God! Oh, my God!"
3760,The whole time... The whole time...
3762,- The whole time?
3763,"- I'm sorry, Miranda. Please?"
3765,Don't talk to me! Don't touch me!
3766,Don't touch me!
3768,I have to go. We have to leave now.
3769,I have to leave!
3771,We have to leave now!
3772,I have to go! We're going.
3774,- You guys go.
3775,"- I'm sorry, Dad."
3777,
3778,Bye.
3780,Sorry about the pepper. I was...
3782,
3784,What are you lookin' at? Show's over.
3786,"(judge) Miss Robeson,"
3787,do you have any closing remarks?
3789,"Nothing further, Your Honour."
3791,"Mr Hillard, since you've determined"
3792,"to act as your own attorney,..."
3794,..you are entitled to make
3795,a closing statement at this time.
3797,"Your Honour, in the past two months,"
3798,"I've secured a residence, refurbished it..."
3800,"..and made it ""an environment"
3801,"fit for children"". Those are your words."
3803,I'm also holding down ajob as a shipping
3804,clerk. So I believe I met your requirements.
3806,Ahead of schedule.
3808,In regards to my behaviour...
3810,..I can only plead insanity.
3812,"Because, ever since my children were born,..."
3814,"..the moment I looked at them,"
3815,I was crazy about them.
3817,"Once I held them, I was hooked."
3819,"I'm addicted to my children, sir."
3821,I love them with all my heart.
3823,And the idea of someone telling me I can't
3824,"be with them, I can't see them every day..."
3826,It's like someone saying I can't have air.
3828,"I can't live without air,"
3829,and I can't live without them.
3831,"Listen, I would do anything. I just want"
3832,"to be with them. I know I need that, sir."
3834,We have a history.
3836,And I just... They mean everything to me.
3837,And they need me as much as I need them.
3839,"So, please,..."
3841,..don't take my kids away from me.
3843,
3845,Thank you.
3847,Mr Hillard...
3849,You've been able to fool a lot of people into
3850,believing that you're a 60-year-old woman.
3852,No easy task.
3854,And your little speech seemed to be...
3855,very heartfelt and genuine.
3857,But I believe it to be a terrific performance
3858,by a very gifted actor. Nothing more.
3860,- No. It's not that.
3861,"- The reality, Mr Hillard,..."
3863,..is that your lifestyle over the past month
3864,has been very unorthodox.
3866,And I refuse to further subject
3867,three innocent children...
3869,..to your peculiar
3870,and potentially harmful behaviour.
3872,It is this court's decision
3873,to award full custody to Mrs Hillard.
3875,"Oh, God, no."
3877,You will have supervised
3878,visitation rights every Saturday.
3880,"Supervised, sir?"
3882,A court liaison will accompany you
3883,when you spend time with the children.
3885,I am suggesting a period of psychological
3886,testing and perhaps treatment for you.
3888,We will re-examine this case
3889,one year from now.
3891,Thank you. Court is adjourned.
3892,
3894,I don't do laundry.
3895,I don't do windows. I don't do carpets.
3897,I don't do bathtubs. I don't do toilets.
3898,And I don't do diapers.
3900,My children have been potty-trained
3901,for some time.
3903,"Well, I don't do washing."
3904,I don't do basements.
3906,I don't do dinners. I don't do reading.
3908,Ah.
3910,"Yes. Well, we have your number."
3911,Thank you so much for coming.
3913,- We'll be getting back to you.
3914,- Thank you.
3916,I'll show you to the door.
3918,"Yes, here we are. Please..."
3920,"Laura, that shipment"
3921,has been delayed three times.
3923,"Yes, but..."
3925,"Laura, I'm not gonna wait"
3926,another six months for it.
3928,You do that. Call me back.
3930,"Oh, guys, please don't be so depressed."
3932,Everything's gonna be all right.
3934,- I miss her spaghetti.
3935,- I miss herjokes.
3937,I miss her stories.
3939,Don't worry. We will find someone.
3940,There are plenty of people out there.
3942,Nobody like her.
3944,All right. I admit things were a lot nicer
3945,when she was around.
3947,"The house was so warm and cosy, the beds"
3948,"were always made, and the dinner was..."
3950,She isn't real! We have to stop referring to her
3951,as if she were a real person.
3953,"(Mrs Doubtfire's voice) Hello, my dears!"
3955,We have a wonderful show today.
3957,"We have Mr Van Zandt from the Sierra Club,..."
3959,..and he's going to bring some animals
3960,that are endangered species.
3962,"- Do you know what that means, poppets?"
3963,"- Did you say ""puppet""?"
3965,"Oh, no, dear! It's Kovacs! Welcome, Kovacs!"
3967,"Hi, guys. Did you say ""extinction""?"
3968,Does something stink?
3970,It's not something smelling bad. Extinction
3971,means there's no more of a particular animal.
3973,"- Oh, my God."
3974,- Doesn't that make you a little mad?
3976,- Very mad!
3977,- Tell people about it.
3979,"I'm mad! You know why? Because next,"
3980,it's the chimps! There are fewer chimps...
3982,Doesn't it make you mad that
3983,humans play your parts in movies?
3985,"Ooh! ""Planet of the Apes"": who gets the role?"
3986,Roddy McDowall! I'd be better than that!
3988,- I'd be better than Charlton Heston!
3989,"- And your rug is better, too."
3991,You could fly to Persia on that rug.
3993,- Shall we tell them where we'll be tomorrow?
3994,- Yeah. They wanna know.
3996,"Tomorrow, poppets,"
3997,we're taking a wonderful trip.
3999,But you don't have to pack
4000,because we're going in our mind.
4002,We're going across the Atlantic Ocean...
4004,"..to England, where I came from."
4006,- You came from England?
4007,- It's a wonderful country.
4009,- Do you know about England?
4010,- It's an island.
4012,"It's an island, dear. A glorious one."
4014,- They have a queen and a royal family.
4015,- Oh! Just like a poker game!
4017,- It's a full house.
4018,- Some cards don't live at home any more.
4020,Thanks to mobile phones.
4022,Do you know what language
4023,they speak in England?
4025,- Pakistani?
4026,- That's right. In many stores they do.
4028,"But we'll get into that tomorrow,"
4029,boys and girls.
4031,"- You owe me a kiss, Kovacs."
4032,- I'm gonna give you two.
4034,"- All right, dear."
4035,- Here's one on the cheek...
4037,- ..and here's a monkey bite!
4038,"- Aaarghhh! Oh, you wicked, wicked monkey!"
4040,"Well, that's all for today. Bye-bye."
4042,
4043,Cut!
4045,"That's a wrap, folks! Thank you very much."
4047,We're a smash! Number one in our time slot!
4049,"Yes! Calls from Detroit, Cleveland,"
4050,"Chicago, Los Angeles..."
4052,- All with offers to syndicate.
4053,- Hollywood!
4055,- Daniel?
4056,- (whoop of joy)
4058,- Daniel?
4059,- Yes?
4061,- Miranda.
4062,- Could I talk to you?
4064,Yeah.
4066,I'll be right out. Just wait here.
4068,Welcome to Euphegenia's house.
4070,A little draughty but... you know. It's nice.
4072,What can I do for you?
4074,"First of all, congratulations on the show."
4076,Thanks. You got to see the dress rehearsal.
4078,We've... The kids...
4080,We've been watching every day.
4082,It's nice to know they can see me every day.
4084,"Look, Daniel. I know it's gonna take"
4085,a long time to get over all the fights and...
4087,..all the horrible things we said to each other.
4089,It's... It's so hard.
4091,But I know somehow you and I will be
4092,all right and we'll get through this.
4094,But the kids...
4096,I don't wanna hurt our children.
4098,So what do you want me to do?
4100,You want me to pretend everything's
4101,all right? Put on a happy face? Smile?
4103,"Jesus, Miranda."
4104,You took my children away from me.
4106,I can only see them now with supervision.
4108,Some woman watches me with the kids
4109,like I'm some sort of deviant.
4111,"If I try to hug 'em, she wonders why."
4112,You know what that's like?
4114,You just sat there in that courtroom and
4115,let that judge pass that despicable sentence.
4117,- I was angry.
4118,"- Oh, God."
4120,"- You hurt me, too!"
4121,- You ripped my heart out!
4123,"You lied... Uh, you know what?"
4124,I don't wanna do this any more.
4126,I don't wanna do any more
4127,"""who did what to whom""."
4129,
4131,"Ever since this happened,"
4132,I've been trying to make sense out of it.
4134,And the only thing I know in my heart
4135,is that the children were happier...
4137,..when Mrs Doubtfire was a part of their lives.
4139,Yeah?
4141,She... She brought out the best in them.
4143,- She brought out the best in you.
4144,- And you.
4146,Yeah.
4148,They miss her terribly.
4150,- What are you saying?
4151,"- Daniel, the kids need you."
4153,I need them.
4155,"Well, tomorrow we'll have Frank,"
4156,who is a make-up artist.
4158,- (knocking)
4159,- Oh! A big knock at the door.
4161,Who could that be?
4162,And do we have enough time?
4164,"Mr Sprinkles, boys and girls!"
4166,Hello! What do you have for me today?
4168,"- Mrs Doubtflier, I've got a letter from Katie..."
4169,- (doorbell)
4171,It's the new baby-sitter.
4173,"Come on, guys! Get up! Let's go!"
4175,Come on.
4177,It's gonna be all right.
4179,"Chris, wait right over there. Everybody."
4181,Daddy!
4183,Hi.
4185,- What's goin' on?
4186,- I'm here to pick you up.
4188,Your dad's gonna take you
4189,for a few hours every day after school.
4191,Really?
4193,What about the courts? That legal stuff.
4195,- Ask your mom.
4196,- I took care of it.
4198,No more supervised visits.
4199,No more court liaison.
4201,- Just us?
4202,- Just us.
4204,Go get Mr Bear.
4206,- Go get your stuff. Hurry up.
4207,- All right.
4209,- Would you like to come in?
4210,- I'll wait outside.
4212,OK.
4214,Thank you.
4216,See ya.
4218,"(Mrs Doubtfire) ""Dear Mrs Doubtfire."""
4220,"""Two months ago"
4221,"my mom and dad decided to separate."""
4223,"""Now they live in different houses."""
4225,"""My brother Andrew says that we aren't"
4226,"a real family any more. Is this true?"""
4228,"""Did I lose my family?"""
4230,"""Is there anything I could do"
4231,"to get my parents back together?"""
4233,"""Sincerely, Katie McCormick."""
4235,"Oh, my dear Katie."
4237,"You know, some parents get along"
4238,much better when they don't live together.
4240,They don't fight all the time
4241,and they can become better people.
4243,Much better mommies and daddies for you.
4245,And sometimes they get back together.
4247,"And sometimes they don't, dear."
4249,"And if they don't,..."
4251,..don't blame yourself.
4253,Just because they don't love each other
4254,doesn't mean that they don't love you.
4256,"There are all sorts of different families, Katie."
4258,"Some families have one mommy,"
4259,"some families have one daddy,..."
4261,..or two families.
4263,Some children live with their uncle or aunt.
4265,"Some live with their grandparents,"
4266,and some children live with foster parents.
4268,Some live in separate homes
4269,and neighbourhoods...
4271,..in different areas of the country.
4273,"They may not see each other for days,"
4274,"weeks, months or even years at a time."
4276,"But if there's love, dear,..."
4278,..those are the ties that bind.
4280,And you'll have a family in your heart for ever.
4282,"All my love to you, poppet."
4284,You're going to be all right.
4286,Bye-bye.
