,tweet,hate_speech_label
13900,Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.,0
13901,"Preparing to be called a ""nigger"" all night.. I mean play COD all night. ",0
13902,Pressed for pussy no ...I get too many freebies,0
13903,Pretend assholes callin the women bitches when they know they love em lol..,0
13904,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day.",0
13905,Pretty ass niggah. http:,0
13906,Pretty bitches with even prettier titties ,0
13907,Pretty mother fucker pull up in a bitch likee,0
13908,Pretty motherfucker pull up in this bitch like,0
13909,Pretty muthafucka pull up in this bitch like,0
13910,"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner ",0
13911,Pretty sure I got ya bitch nudes in my phone nigga,0
13912,"Pretty weird that flight attendants are instructed to say Welcome to the OC, bitch. as you exit the plane.",0
13913,Probably going to tackle Kenzie when I see her tbh I miss my bitch,0
13914,Probably saved 's ass today. About out gas in a Diesel engine. what would you do without your redneck friends?,0
13915,Procrastination is really a bitch.,0
13916,Produced by yung ,0
13917,Profesional sports are only enjoyed by white trash.,0
13918,Project pay is just a soft ass little bitch.,0
13919,Promise to love you and obey..and hit it more than once a day..girl I say that genuinely..fuck that bitch.. It's what you sayy,0
13920,Promises were made bitch . You are now my bxtch,0
13921,Protect your bitch at all costs,0
13922,Proud to be a redneck patriot :)      ,0
13923,Puffy face hoes,0
13924,Puig had zero lines and yet he's still going to fuck your bitch after that appearance,0
13925,Pull up on a nicca ,0
13926,Pull up on my ex make that bitch mad,0
13927,Pull up on my ex make that bitch mad.,0
13928,Pull up on my x make that bitch mad,0
13929,Pulled up on this coco ratchet on my way home  @ yes bitch,0
13930,Pulling hoes ain't something to be proud of hoes go with anybody ,0
13931,Pullout game trash...  Iyanla having an intrrvention with a man who has 34 kids with 17 women. I have other questions.,0
13932,Pumpkin spice Marlboro's for da hoes,0
13933,Punch that hoe cause she deserve it.,0
13934,Punk ass broke faggots.,1
13935,Punk ass cop jus bulldogged that bitch https:,0
13936,Punk bitch walking tall like you got something to prove,0
13937,Punk bitch.,0
13938,Pussies only pussy...an every women got one...so u gotta have more than that ladies,0
13939,"Pussy ass hoe niggas, I can't fuck wit y'all",0
13940,Pussy ass nigguh name Jesus. And his daddy,0
13941,Pussy gotta be trash   im so glad khloe k dumped french's ghetto ass,0
13942,"Pussy like girls , zaaaammnn is my pussy gay ",0
13943,Pussy nicca we ain't friends you ain't gotta @ me --  voice,0
13944,Pussy on my mouth pussy on my pinky ring,0
13945,Pussy only pussy,0
13946,Pussy's don't get pussy.,0
13947,Pussys only pussy an I get it when I need it,0
13948,Put a btch pussy on first 48,0
13949,Put a ring on it or it ain't yo bitch ,0
13950,Put her in her place cause pussies don't get pussy..,0
13951,Put that on everything I love. Ain't no ugly bitch Finna talk to me crazy in my car. I'd put her ass out and make her walk,0
13952,Put the redskins in your starting lineup instead of the Dolphins...it'll be fun they said.,0
13953,Put the weights back on the rack bitch Smdh lol Dick Chaney's http:,0
13954,Put ya hands up if you a Grade A bitch,0
13955,Put yo bitch in the figure 4 and bedrock her,0
13956,"Put your hands down bitch, I ain't gon shoot you",0
13957,Put your tits back in your shit bitch,0
13958,Putin making  look like a bitch on foreign policy.,0
13959,Quan and Dino  them faggot ass niggas? Aight man,0
13960,Quan stop  that faggot on my TL,0
13961,"Quisiera amarte no puedo no, mi mama me dijo dont love them hoes",0
13962,Quit blowing up my feed bitches.,0
13963,Quit hoggin the blunt bitch,0
13964,Quit hurting these women Cuz I'm tired of all the bitterness a nigga gotta go through Cuz you a hoe ass nigga.,0
13965,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?,0
13966,Quit teasing bitch,0
13967,R&amp;B is so trash now compared to early 2000's.,0
13968,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D DoG http: via ,0
13969,REAL NIGGA SPEAKING   you sound like a bitch,0
13970,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker. http:,0
13971,RFT Tweet of the day  If a nigga change on you.. Fuck em .. He was a bitch nigga from day 1,0
13972,"RICK TOLD YALL TO GO BACK AND KILL'EM ALL Yall niccas didn't listen, now they are chewing on Bob's leg and shit Extra, tasty, crispy",0
13973,"RIGHT "" The same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight.""",0
13974,"RINO trash like , ,  see conservatives as the Democrat Party see blacks. As their slave property. ",1
13975,   I will never EVER EVER give a nigga my all unless I know for a fact he doing the same . yeen finna play me bitch ,0
13976," "" This shit for the birds . ",0
13977," """" Crazy Aunt Jane is at it again ",0
13978," "" TIMAtheRACER wow do we have another Cam hater? lol"";; dat dude is nice",1
13979," "" &amp; alla my niggas hot boys , so don't bring no ice in this bitch ",1
13980,"  Black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before I steal yo purse",0
13981, ,0
13982,  Columbus found America and we killed some injuns ,0
13983, ,0
13984,  A girl who cries is a girl who cares. Or a whiny bitch,0
13985,"  ""This is J Cole you fucking queer""",0
13986,  All yaw hoes want 2 thing Money &amp; Dick,0
13987,  Hahahaha basic bitches so funny,0
13988,  http,0
13989,   it ain't nothin to cut that bitch off ayeeee,0
13990, //t,0
13991,  Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesn't erase what happened before him you ...,0
13992,  Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?,0
13993,  Supp wigga,0
13994,  You can't go wrong with a loyal bitch.,0
13995,"  Needy, clingy men is why I have bitch issues",0
13996,  kim k lil sisters some hoes,0
13997,  I might be ugly but my hoes ain't trippin,0
13998,    bro don't argue with these rejected ass Disney models bitches better go play in some food,0
13999, ,0
14000,  in less than an ho,0
14001,  Bitches love niggas that got bitches,0
14002,  I got bitches geekin sneakin cocaina cross the customs - ,0
14003,"  Come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod",0
14004,"  Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",0
14005,  This bitch always in my pocket ,0
14006,"  You know bitches be mad when they be like ""I'm my own """,0
14007,    Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi,0
14008,  The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi,0
14009,  Don't sweat these hoes they come wit the money ,0
14010,"  Grown men, wearing jerseys with other grown men's name on them..

Don't forget your fucking pom poms.",0
14011,  Happy birthday to my little ass cousin who doesn't remember who I am  hope it's a good one fag ,0
14012, ,0
14013,  I flex it ain't no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu,0
14014,  I hate a lying ass bitch,0
14015, //t.,0
14016,  I'm ugly so don't worry about me having hoes.,0
14017, /,0
14018,  I'm in this bitch yaaa I do my thanggg ,0
14019,"  lemme see your phone if you dont have hella hoes 

me: one sec http:",0
14020, ,0
14021,  If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low,0
14022,  If u a messy bitch hell nawl i cant rock w. You,0
14023,  Just checked my watch n that bitch said sometimes,0
14024,  Rick James bitch,0
14025,  Don't be that frontin' ass bitch.,0
14026,  Mama told me look rich act poor n neva trip ona bitch dat ain't urs,0
14027,  Since a yungin bitch I been nat nigga,0
14028,  I love female cops they b sum hoes too fuck da jakes ,0
14029,    knwin I heard dat hoe changed,0
14030,    u a hoe ,0
14031,   she spazzed out dude don't have his hoes in line ,0
14032,    yea u know these lil bitches be stalking are twitter for they niggas,0
14033,  why get attached to people when you can jump in a trash can and feel the same way,0
14034, ,0
14035,  if she lives at home she's a little less likely to cheat on you and be a ho,0
14036,  you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,0
14037,"  Oregon State WR  is a popular  pick in recent mock drafts. 

DRAFT TRACKER: http: http://t.c",0
14038, ,0
14039, ,0
14040,"  im pregnant ass bitches , matter fact ima slip down the steps ass bitches",0
14041,  It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o,0
14042,  Your Swags off fag sauce,1
14043, ,0
14044," "" third bitch had a fucking miracle",0
14045,"  It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. ",0
14046,  Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy.  #,0
14047,  Mom brought me McDonald's for lunch. I had all the bitches on me.,0
14048,  Today seems like as good a day as ever to bang some bitches and go for ice cream.,0
14049,  I rather my girl be clingy than a hoe,0
14050,  A portable septic tank. For allllll those pesky feelings.,0
14051, ,0
14052,  If I wanted my ex back believe me I'd fucking go get they ass.  but I ain't bout to dig through the trash. ,0
14053,"  ""My hoes are your hoes...but my wife is all mine"" ",0
14054,  At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass ,1
14055,"  Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch.",0
14056, ,0
14057, //,0
14058, //t,0
14059,"    high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies",0
14060,  Bron pregame speeches be so trash though lmao,0
14061,  Niggas love cuffing hoes then acting surprised when they turn out to be hoes.,0
14062,  All jokes aside the hoes I know some of the coolest women I've ever met,0
14063, ,0
14064,"  Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel",0
14065,   ill fight you  Ya big daft cunt .,0
14066,  Well researched article...bound to elicit cries of Uncle Tom ,0
14067," """,0
14068,"  12 lava cakes, bitches. ",0
14069,"  
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https: ",0
14070,"  ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby.",0
14071,"  ""what are you 15?""

yeah on a scale of one to ten, bitch",0
14072,"  Be smart because you won't be pretty forever, bitch.",0
14073,  I could never date someone who isn't goofy. Nobody's tryna date a bland boring ass bitch.,0
14074,"  If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",0
14075,  Karma is only a bitch to bitches.,0
14076,  No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.,0
14077,  let's play a game called stop being a lil bitch,0
14078, ,0
14079,"  niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa",0
14080,    finding herself in the hoe section,0
14081, ,0
14082, ,0
14083, ,0
14084,   is the realest bitch I know. Lol,0
14085, ,0
14086, ,0
14087,  bitches out here not lovin they self enuff for the both of us juheard,0
14088,  fresh razor blades in my goth bitch stocking,0
14089,"  I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk ",1
14090,  Don't be a bitch to me. I'll be a bigger one and I'll win.,0
14091,  A real bitch know she gotta pluck dat nipple hair,0
14092, ,0
14093, ,0
14094,  On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...,0
14095,"  Life's a bitch, because if it was a slut, it would be easy.",0
14096,  Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht,0
14097,"  People r retarded for thinking you can eat ""clean"" food all day and lose weight. Calories are calories people.",0
14098,"  Uni suuuucks Lolol"" you suck bitch",0
14099,  My bestfriend got jumped by like 6-7 dudes n ur upset u have to pay fines...? -__________- gtfo bitch,0
14100,"  Some pussy be so wet you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade""",0
14101,  How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla,0
14102,  I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa,0
14103, ,0
14104,  Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her ,0
14105,  Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,0
14106, ,0
14107,  Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a,0
14108,"  Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. ",0
14109,  ,0
14110,  I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. ,0
14111,"  This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ...",0
14112,  Smoke good weed with a bad bitch,0
14113,   stealing a car and fuckin yo bitch,0
14114, ,0
14115,"  First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him",0
14116, ,0
14117,  Never trippin on no hoes,0
14118,"  Hella bored doing laundry like a bitch"" I sincerely hate your soul ",0
14119,   haha lml wrd no nah de pussy shit lol ,0
14120,   lml se pasa de shunsha and no mi joda w ur bitch waaa ,0
14121,"  A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

 ",0
14122,  remember when people bood One Direction and Gaga was having none of it. i love that bitch.,0
14123, ,0
14124, ,0
14125,  Keyair angels &amp; female party promoters are not for me... Most party promoters are hoes &amp; them angel bitches are ,0
14126,  Tell a hoe NO for the sanctity of your relationship we gotta stop fucking these woman,0
14127,  Iont got not type ... Bad bitches is the only thing that I like,0
14128,  bitch i'm legal so i'm ridin round like rambo ,0
14129,  ht,0
14130,  So why everything u say ghetto u Hadda associate it with jordans  isn't it obvious ?,0
14131,  I just wanna get filthy rich &amp; have a nice big house full of bad bitches that I could fuck anytime I want ,0
14132,  Id rather be your niggah,0
14133,"  ""Pacer"" is short for pussy",0
14134,  fuck. I forgot to wear a belt. i'ma feel like a coon all day now.,0
14135,  via,0
14136,  I'm a pussy,0
14137, ,0
14138,   you and me both probably some ghetto piece of shit who has nothing better to do with their lives...,0
14139,"   ""Ima fuck me a white bitch, slap her and choke her"" this is what is being said now livestream interview w/ ",0
14140, ,0
14141,    Gee isn't cracker a racist term? So tired of these race baiters.,1
14142,  The people of the ghetto are rising up and fighting back. Whose side are you on? ,0
14143,  Chance. Acid rapper. Soccer hackey-sacker. Cocky khaki jacket jacker. Slap happy faggot slapper.,0
14144,  A nigga will talk down on a female with the same mouth he ate her pussy with..,0
14145,"   thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",0
14146,   them hoes was actin' up. You had to do it.,0
14147, ,0
14148, ,0
14149,  We all know a bitch boy named Luke,0
14150,  We all know a bitch named Natalie,0
14151,"  I got gatorades, Twinkies, rice puddings, Pringles, and cookies ",0
14152,  Kissin small lips is trash lol.. Yessssss,0
14153,  hoes like this are fucking it up for actual loyal girls smh.,0
14154, ,0
14155,  Told yo bitch get on her knees I don't want no sex,0
14156,"  ""I'm a soft more"" hoes dumb man",0
14157,  Fucc hoes dats how I feel,0
14158,  I can tell you a freak bitch don't lie to me,0
14159,"  Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r",0
14160,  I turn into a bitch real quick.,0
14161,  I mean sometimes eating a carton of Double Stuf Oreos is your only option.,0
14162,   bad bitch,0
14163,  You're responsible for the story inside you. Don't let self-doubt cripple your .   ,0
14164, //,0
14165,"  Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation, he sa",0
14166,   yeah after she fed up jealous skinny bitches and became one herself.,0
14167, ,0
14168,"  Im done wasting my time, I'm just going cut a bitch off faster than I blink.",0
14169,  I'll piss on a hoe,0
14170,"  Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""",0
14171,  Do loyal bad bitches exist? Because I want one,0
14172,  You tweet about how you're never good enough for a guy maybe it's because you're a hoe,0
14173,  You're such a fake bitch hahaha,0
14174,  I was weak then I ,0
14175,"  Broke hoes 3 words ""Out my face""",0
14176,  h,0
14177,"  I need to hit the lottery yo, this work shit??? For the fucking birds",0
14178,  I just realised my library books are overdue if anyone's looking for a bad bitch,0
14179,  Of course the day I nip out with shit hair &amp; wearing my scruffy/but favourite stolen hoodie is the best time to bump into,0
14180,  I like being Asian and all but it's a struggle having squinty eyes in every picture,0
14181,  I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes dumb,0
14182, ,0
14183,  Charlie Crist says OCare has been great?         htt,0
14184,   pussy.,0
14185,   y'all got all the gay hoes,0
14186,"  The thing about Houston and Austin gays is 99% are hoes, ain't no wholesome bitches",0
14187,  I bet Beyonce's pussy tastes like a fresh caramel apple,0
14188,"  You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan",0
14189,  You gotta be a weak bitch to let a couple tweets get you out of character.,0
14190,   can't dm wigga cause I can't even get a follow back ,0
14191, ,0
14192,  Neymar fell like a bitch,0
14193,"   ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies http",0
14194,  Now let me write your mom since I have her address &amp; let her know her daughter is in Miami selling pussy for $85 ,0
14195,"  the next call will be to immigration w/ your I.d your sex reviews &amp; your ad bitch I warned you , you lie I have facts &amp;",0
14196,"  Invite me on your show, you lying pussy.   ""Republicans are afraid of me. They don't want to talk to me."" - ",0
14197, ,0
14198,  I hate trailer trash ,1
14199,  Ima make you my bitch ,0
14200,"  How would you feel if they discontinued the sale of weave""",0
14201,"  Read my lips bitch, what? My mouth isnt workin?",0
14202,  Theses niggas hoes and these bitches greedy,0
14203,"  . I'm sure this tweet will protect you from karmic payback, bitch.",0
14204,"  Well, Maryland is just a bunch of hateful rednecks, anyway.",1
14205,  Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,0
14206,"  His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy & ...",0
14207,"  If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo",0
14208,  Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon ,0
14209, ,0
14210, ,0
14211,"    Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k",0
14212,  Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is ,1
14213, ,0
14214,"  Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",0
14215,   bitch go to sleep. You have work in the morning. Lol yes master ,0
14216,  Don't be a bitch to someone who can out bitch you.,0
14217,  These young cats being drafted in the NBA today are walking lotto tickets Wait till these niggas find out that pussy come,1
14218, ,0
14219,   Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.,0
14220,  Ona niggas I'll really beat dat hoe up,0
14221,  Your mcm is a lil bitch,0
14222,  A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again,0
14223,  Omg seriously do bitches still love Sosa???,0
14224,"  Started off with a OZ
End up riding fo' deep
Pull up to that club like muthaufckin ho you don't know me",0
14225,  Kissin small lips is trash lol.. Trash,0
14226, ,0
14227,   that's 5 years away from legal drinking age and 14 year old pussy ?? ahaha eat ice cream not pussy bud,0
14228,  Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,0
14229,  I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it,0
14230, ,0
14231,  Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...,0
14232,  Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,0
14233,"  I hope my kids dont disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them.",0
14234,  Rudy Gay a faggot for not changing his last name once he got money.,1
14235,  Hate fags? The answer's yes.,1
14236,  Destroying a team that talked trash before the game ;; ,0
14237,"  women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi",0
14238,  That's my bitch man I swear,0
14239,   How Tall are you? I keep getting different answers from different people  ; abo,0
14240,  Praying today's m&amp;g pictures don't come out yellow ,0
14241,"  I hate when people say you can't befriend a hoe. How bitch how?
1. I'm only held accountable for my pussy.
2. It's all about",0
14242,  There's nothing hotter than a pale albino chick who can play guitar.,0
14243,   but then who is going to host the baddest bitch competition?,0
14244, OMG STTOOOPP,0
14245, ,0
14246,  Big booty bitches always win.,0
14247,  This next generation is being raised to be a bunch of mindless pussies with no discipline.,0
14248, ,0
14249,  Apologies trash.. What's understood ain't gotta be explained,0
14250, ,0
14251,  Ray J is the perfect example of what happens when you give a lame nigga some pussy.,1
14252,  Got like 10 hoes  3 baes ,0
14253,"  Why do people have A Problem with Gay People? Know what, fuck it... I Got A Problem with you Straight hoes Now what?",0
14254,  Mama said no pussy cats inside my dog house,0
14255,"  ""These hoe ain't loyal""

- a nigga who cheated on his girl 7 times and just broke up with him.",0
14256,"  Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though.",0
14257,  Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2...   ,0
14258,  Nike DC is trash.,1
14259,"  Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",0
14260,   ok bud,0
14261,  I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,0
14262,"  Gotta link with bro Rambo "" fashoo nd we gotta PULL Up ona pussy boys",0
14263,  The Homie  Got This bitch Rocken,0
14264,  Dese bitches ain't shit I get em high and feed em dick,0
14265,  Just call me a nigger cause that's what u really want to say at the end of the day ,0
14266,  Damn near in love with all them hoes when I'm with em.,0
14267, ,0
14268,"  I really don't be tryna hoe nobody.. I eat, we all eat. Literally.",0
14269,  Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo,0
14270,  Glad none of my followers can say they fucked  + yall hoes REALLY make this a goal...,0
14271,  Some of y'all hoes thighs be so thick and can't even walk + Yankee food,0
14272,  my nigg,0
14273,  Could you please refrain from being a dumb bitch,0
14274, /,0
14275,"  Loyalty now let's get this money I got u,u got me no hoes just us ",0
14276,  u are still a bitch,0
14277,  ELI Manning is fucking trash rap,0
14278,  Game over bitch HAHAHAHA,0
14279,"  I want a real relationship  no games, no lies, no side hoes, just me and you ",0
14280,"  Fine then don't rt little nigs 
 one direction",0
14281,  im a faggot ,0
14282,"   that's right. you don't marry hoes, you rent em",0
14283,  lol im off this brooo. bitches janky. ,0
14284,   no bitch better try to fuck with my girl cause I will go off,0
14285, ,0
14286,  r u african because ur african bitch,0
14287, ,0
14288,  I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business ,0
14289, //t.co,1
14290,  You really are a faggot if you say that match was bad. Stop watching,0
14291,  Instant mashed potatoes are trash ,0
14292, ,0
14293,  My Tryna make me go to church Tommrow .. He'll nawl dude bitch text me back,0
14294, ,0
14295,   when I'm 18 them bitches getting erased ,0
14296,  Free Tino lul hoe ,0
14297,  If  or  don't know you then you are not welcome on saturday bitches ,0
14298,  Behind every lame ass nigga... is a lame ass bitch that is constantly telling him how real he is...,0
14299,   ima beat yo lil young ass quick plyin hoe,0
14300,  I like good weed &amp; bad bitches dat can roll it up,0
14301, ,0
14302,  People love to try to confront you... Yes bitch. I said it. Now what?,0
14303,  Yaaass bitch yaasss - soulja boy be having me so turnt,0
14304,  Never catch feelings for a dumb bitch.,0
14305,  That bitch who the shit in yo eyes aint shit in my eyez + ,0
14306, ,0
14307, ,0
14308,"  Basic bitch tweet shit like ""no one to talk to"" 3 times a day ",0
14309,"  Yall want foreign bitches sooo bad, but cant even pull local hoes",0
14310,"  At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",0
14311,  A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it  ,0
14312,  Big 10 been trash for years now lol its a basketball conference now,0
14313,  Ebola not scary at all while yall worried about Ebola ima b getting hoes,0
14314, ,0
14315,  Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. ,0
14316, ,0
14317,  I'm just a normal ass dude that has no hoes and happens to be funny every once in a while,0
14318,"  Run up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?""",0
14319,  The NFL is very equal this season everybody showed glimpses of being trash,0
14320,  lol Lebron bitch ass always making a spectacle look at me ass nigga,0
14321, //t.c,0
14322,  Fat bitch act like she couldn't follow back. I've always wanted a fat bitch to follow me.,0
14323,  Humpday hoe.,0
14324,"  Beat the pussy in so well her shit still hurting from a week ago"" ",0
14325,  drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh,0
14326,  im fukin yo bitch u mad as shit,0
14327, ,0
14328,  Making up handshakes with all my bitches now,0
14329,  This is for the bitches who played me... What up hoe?,0
14330,"  Hoes be on some ""August Alsina is bae."" No bitch that dusty nigga you got 2 kids with who drives yo car &amp; still wears Rocawe",0
14331,  Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.,0
14332,  u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy,0
14333, ,0
14334,"  Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a",1
14335, ,0
14336,   The AFL now has an American draft system  Couple of Yanks are on the playing lists at so,0
14337,  I have no hoes,0
14338,  Poont gotta be trash,0
14339,  Now he apologizing. Lol Fuck that hoe and her shot up pussy,0
14340, ,0
14341,"  - don't trust no , bitch",0
14342,  Why y'all ain't tell me young thug nails look better then mine ? lol fckin faggot,0
14343,  I feel bad for guys that give their girlfriends the world and the bitch still treats them like shit.. Like damn what more do ,0
14344,  Shawn Micheals &amp; Razor Ramon both had bitches Noone had more than Godfather though,0
14345,   ugh thank you my bf still talks so a dumb bitch i dont like,0
14346,   these niggaz bare backing any and every bitch out here,0
14347,  Snip snip hoe,0
14348,  This is crazy no RB picked yet. A RB won ROY 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho,0
14349,  I hate seeing women carrying on about how they could fuck somebody's man. Ok??? Trashy ass bitch.,0
14350,"  Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h",1
14351, ,0
14352, ,0
14353, ,0
14354, ,0
14355,"   can be compassionate towards other people when they want to be, especially towards the ones they care abo",0
14356,"  ""When you finally see the white kid that called you nigger on Call Of Duty"" 
https:",0
14357,  Hulkamania is running wild on that pussy,0
14358, ,0
14359,  Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal http,0
14360, //t,0
14361,   my bitch bruhhh  My nigga my nigga ,0
14362,"  Twitter jail is pointless your suppose to tweet , they need instagram jail for hoes doing Shout out for shout out all fucking d",0
14363,  My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,0
14364,"  Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

",1
14365,"  I can't believe the cops shot this fine young man. There goes the cure for cancer...

 http:",0
14366,  I'd like to issue a formal apology to Israel for our piece of shit anti-Semitic President and his retarded Secretary o,0
14367,"  0

Number of Democrat retards butthurt by the verdict: 30,000,000",0
14368,"  ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w",0
14369,"  I'm gonna start my own web MD site and the only three diagnosis are-

Quit being a pussy
Lay off the drugs
Call 911",0
14370,  Happy Valentines Day big booty bitches. ,0
14371,   yeah fuck lunch I'll just eat pussy under the staircase by the foriegn language hallway,0
14372, //t,0
14373,  Luv riding the  with sour drunk  fans after a loss...   ,0
14374,"  We gave  a chance. It failed.

No more of this  nonsense.

 is statist trash http:",0
14375, ,0
14376,  Hank Baskett cheated with a tranny and just got a shoutout,0
14377,  The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig,0
14378,  I don't like the weather right now it's scaring me lol why is it yellow?,0
14379,  I tweet like a nigger,0
14380,  I'll never think a bitch is all mine.,0
14381,   not only are you terrible. You are why hip hop is dead,0
14382,  I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too ,0
14383,   hahaha look at you tryin to be a bitch lol nice try though haha,0
14384,  the girl behind the bar who ain't being a hoe,0
14385,  If you a hoe on the internet you a hoe irl,0
14386,"  Kanye ; Tupac........ ""are you serious?"" Yep bitch keep it moving.",0
