,sentence,label
1651,"- Hey, my man. We need to change seats.",0
1652,- Yep. Okay.,0
1653,Mike <i>y</i> Marcus.,0
1654,This makes us even for Miami.,0
1655,"Yo, we hot.",0
1656,- You called them again.,0
1657,"- Hey, Rita called me.",0
1658,"- What's up, fellas?",0
1659,- Hey.,0
1660,Hey. Hey.,0
1661,I feel better when they're here.,0
1662,"Yeah, me too.",0
1663,- Where'd you get all the toys?,0
1664,- DEA station in Cuernavaca.,0
1665,"We capture her,they take the credit.",0
1666,"Get ourselves killed,they've got nothing to do with it.",0
1667,All eyes on me.,0
1668,I'm the bait. We meet at Hidalgo Palace.,0
1669,It's an old hotel outside the city.,0
1670,I'll keep her talkingtill you guys spot the shooter.,0
1671,- What if she just shoots you?,0
1672,"- Nah, she's gonna wanna talk.",0
1673,We... have history.,0
1674,"Okay. Snatch and grab. We get them,and we're on a plane to the States by dawn.",0
1675,"Dorn, get a floor-plan satellite image.",0
1676,We'll have eyes on the outside and...on the inside.,1
1677,Hey. Nobody touches the shooter.,0
1678,He's mine.,0
1679,"Yes, he is.",0
1680,"You coloring a little bit outsidethe lines today, huh?",0
1681,Don't die.,0
1682,You make sure we both come home.,0
1683,Still no identifiable threats.,0
1684,Monitoring all channels inside.,0
1685,"Jamming everything outside, in casethey're running countersurveillance.",1
1686,There's no way she's here alone.,0
1687,It's the cartel.,0
1688,She's gonna have serious backup.,0
1689,Marcus is moving towards the back.,0
1690,"Marcus, we're coveringyour position from the sky.",0
1691,Still nothing.,0
1692,Moving in closer.,0
1693,"Hola, Ricky.",0
1694,Or should I call you Mike?,0
1695,"Hola, Isabel.",0
1696,Not very thorough.,0
1697,There was a time when touching mewould have melted you.,0
1698,I'm gonna kill her myself.,0
1699,Keep it.,0
1700,Where is he?,0
1701,<i>This used to be our place.</i>,0
1702,I wanted you dead...but you survived.,0
1703,Perhaps I made you too strong.,0
1704,Or perhaps...,1
1705,Santa Muerte istelling us something.,0
1706,We were fatedto meet one more time.,0
1707,This is some real telenovela shit.,0
1708,I've taken care of that.,0
1709,Shit.,0
1710,I just lost all comms.,0
1711,- Fuck. AMMO?,0
1712,"- Marcus, come in.",0
1713,- Shit.,0
1714,- They're jamming us.,0
1715,- They know that we're here.,0
1716,- This is fucked.,0
1717,- I can't get back in.,0
1718,- Still got Baby Barry on an outside frequency.,0
1719,It's just us now.,0
1720,Why didn't you tell me,0
1721,I had a son?,0
1722,What would you have done?,0
1723,Taken care of him.,0
1724,Like you took care of me?,0
1725,It was gonna be a surprise.,0
1726,After we ran away.,0
1727,I'm seeing tactical movement. I've got,0
1728,20 to 30 threats forming a perimeter.,0
1729,We gotta go.,0
1730,- Alt points of entry?,0
1731,- Here.,0
1732,That cold airflow could bea laundry exhaust.,0
1733,How could you do this to our son?,0
1734,My son.,0
1735,Who does he think I am?,0
1736,Exactly who you are:,0
1737,"The coward, the traitor...",0
1738,Don't do this.,0
1739,"Keep it moving, detective.",0
1740,You see that?,0
1741,Drop it.,0
1742,Let's go!,0
1743,What you gonna do?,0
1744,"No <i>""el suego.""</i>",0
1745,"That means fire, right?",0
1746,"No, no <i>""cate.""</i>",0
1747,You and this man need to talk.,0
1748,- It's some life-changing shit.,0
1749,- Shut the fuck up.,0
1750,- Easy on the barrel! Easy! No. Mike.,0
1751,"- Marcus, relax.",0
1752,It's lack of communicationthat got this shit fucked up.,0
1753,"He needs to tell you something. You ain'tgonna like it, but you need to hear it.",0
1754,"Oh, shit!",0
1755,"Yo, Mike, they're moving upto the chopper!",0
1756,Marcus!,0
1757,- Put your glasses on!,0
1758,- What the hell was that?,0
1759,That was a bad throw!,0
1760,"Yo, Mike, careful!",0
1761,- You were right about the glasses.,0
1762,- I been telling your ass that shit for years.,0
1763,"Shit, this is like HD!",0
1764,Go! Go! Go!,1
1765,Contact! Twelve o'clock!,0
1766,"Go! Go, go, go!",1
1767,"Hey, Isabel and the shooterwent up the stairs.",0
1768,Can you cover us?,0
1769,- Kelly! Flank right!,0
1770,- Copy!,0
1771,"- Rafe, pan left! Push!",0
1772,- Copy that!,0
1773,"- Dorn, follow Rafe!",0
1774,- Yup!,0
1775,"Hey, big man.",0
1776,I'm gonna need you to hurt some people.,0
1777,"I'll pay for the therapy, all right?",0
1778,I'm gonna need it. Seriously.,0
1779,"Yeah, I got you.",0
1780,I'll hold the middle...,1
1781,- and you push hard for the stairs.,0
1782,- Push hard for the stairs.,0
1783,Yeah.,0
1784,"Hey. It's good shit, lieutenant.",0
1785,"You too, detective.",0
1786,You ain't such a dumbass after all.,0
1787,On me!,0
1788,Go!,0
1789,Transition!,0
1790,Go!,0
1791,Shit.,0
1792,- Shoot!,0
1793,- Take them both!,0
1794,"Right there, right there!",0
1795,Where the hell they gettingall these helicopters?,0
1796,Mike!,0
1797,- Take out the pilot!,1
1798,- Take out the rotor!,1
1799,- What are you aiming at?!,0
1800,- The pilot!,0
1801,Aim at the rotor!,1
1802,If you shoot the pilot...,1
1803,Got him!,0
1804,"Oh, shit!",0
1805,"Shit. You got a fucked-up family,",0
1806,Mike.,0
1807,The building's coming down!,0
1808,We gotta move!,0
1809,Mike! Marcus!,0
1810,Shit.,0
1811,"On your knees, Isabel. Get down.",0
1812,Mike!,0
1813,Let that be a lessonto your witch ass.,0
1814,Armando...you're my son.,0
1815,You're my son.,0
1816,I don't wanna fight.,1
1817,Stay down.,0
1818,"I said, stay down.",0
1819,I didn't know.,0
1820,If I had known...,0
1821,"Mike, what are you doing?",0
1822,I'm trying to penetrate his soul...with my heart.,0
1823,No.,0
1824,"No, Mike, no.",0
1825,I was going through something.,0
1826,Who are you?,0
1827,I told you.,0
1828,Liar.,0
1829,Last chance.,0
1830,Who are you?,0
1831,Ask your mother.,0
1832,Is it true what he says?,0
1833,It doesn't matter.,0
1834,He's nothing to you.,0
1835,"Hey, y'all seeall this <i>fuego?</i>",0
1836,Can we take this shit outside?,0
1837,Who is he?,0
1838,- Tell him!,0
1839,"- Tell him, mama.",0
1840,Is he my father?,0
1841,Is he my father?!,0
1842,Yes.,0
1843,Kill him.,0
1844,"- No, no, wait, wait, wait...",1
1845,- Shit.,0
1846,Lay down. Down. Down.,0
1847,"Oh, shit.",0
1848,"Mike, we gotta go.",0
1849,Mike! Gotta move! Now!,0
1850,Mike! We gotta go!,0
1851,Hold me! Hold me!,0
1852,"Oh, shit!",0
1853,Mike! Don't let me go!,0
1854,"Don't let me go! Oh, shit!",0
1855,Hold on. I got you.,0
1856,Mike! I can't get to you!,0
1857,I can't hold on.,0
1858,"Pull me up! Mike,",0
1859,I don't wanna die this way!,0
1860,"Oh, Mike, I'm slipping.",0
1861,Come on!,0
1862,Hurry!,0
1863,I can feel my ass cooking!,0
1864,Come on.,0
1865,Let's go! We gotta move!,0
1866,"Gunshot wound, upper chest!",1
1867,We need medical!,1
1868,- En route!,0
1869,- All right.,0
1870,"- It's okay, I got him.",0
1871,- Put him down.,0
1872,- We need a trauma dressing.,0
1873,- Right.,0
1874,Relax.,0
1875,"I can't promise youit's gonna be all good...after all the stuffyou've done, but...",0
1876,I can promise you,0
1877,"I'm gonna be there, all right?",0
1878,Hey.,0
1879,I'm your Uncle Marcus.,0
1880,But we'll talk about that later.,0
1881,"Yeah, yeah.",0
1882,"Yeah, yeah. Yeah.",0
1883,- Hey.,0
1884,- Hey.,0
1885,There we go.,0
1886,- All right.,0
1887,"- Oh, my God.",0
1888,You guys.,0
1889,- There it is.,0
1890,- Yes.,0
1891,- Now it's time to raise your glasses...,0
1892,- Yes.,0
1893,- to our new captain.,0
1894,- To our new captain.,0
1895,"- Hey, my mom says hey.",0
1896,- You're not gonna let me live that down.,0
1897,"Oh, and, guys,",0
1898,I got some news for you.,0
1899,"I just started therapy,and my therapist thought it'd be super beneficialif maybe we could hit up a group sesh together.",0
1900,- It's super sick.,0
1901,"- Oh, for sure.",0
1902,- Definitely.,0
1903,"- Yeah, we will be there.",0
1904,"- Marcus, let me holler at you for a second.",0
1905,- Yeah.,0
1906,Let me think about it.,0
1907,- He want us to go to therapy.,0
1908,"- Yeah, I'm not going.",0
1909,I'm not going.,0
1910,"Hey, man, look...we don't say this kind of shitto each other, man, but just...thank you.",0
1911,"Mike, you don't have to thank me.",0
1912,"If you wanna retire,just know that I am notgonna try to stop you.",0
1913,You earned it.,0
1914,"And I will support you 100,no matter what.",0
1915,But you're forgetting one thing.,0
1916,We said for life.,0
1917,"For life, baby.",0
1918,- There's my nephew.,0
1919,- Yes.,0
1920,- Hey.,0
1921,- Little Marcus just woke up.,0
1922,"Okay, first things first.",0
1923,Little surprise for you.,0
1924,Three days at the Marion Springs Resort.,0
1925,"You know, kind of a little apologyfor the spa day I crashed.",0
1926,"Yes, a little quality time, baby.",0
1927,Quality time.,0
1928,"Yeah, baby, but Megan and",0
1929,Reggie are on their honeymoon.,0
1930,I got the baby this weekend.,0
1931,Me and my AMMO squad.,0
1932,"You and Theresa go ahead, have fun.",0
1933,"You still got them blue pills, right?",0
1934,I don't need no damn blue pills.,1
1935,- That's what you said about your glasses.,0
1936,"- That baby looks good on you, Mike.",0
1937,"- You do look good holding a baby, Mike.",0
1938,"- Yeah, you think?",0
1939,I do.,0
1940,"You good, Mike?",0
1941,"Let's go, team.",0
1942,- Yep.,0
1943,"- Wait, nothing...",0
1944,"Wait, no. What you talking about?",0
1945,"Nah, we said we were doing this together.",0
1946,"Oh, no, I have to work. I'll checkon you tomorrow. I'll bring wine.",0
1947,"- Rita, stop playing. Hey, no.",0
1948,- You'll need it.,0
1949,- Y'all all agreed that we were all gonna stay with the baby.,0
1950,"- Marcus, I'm gonna see you. I'll be in the car.",0
1951,- Just text my mom.,0
