,sentence,label
1604,Can you give me any examples?,0
1605,"Yeah, take the word ""are."" Pure Aryan like you or I would pronounce it correctly. ""Are."" Negro pronounces it ""are-uh."" Did you ever notice that?",0
1606,"It's like, ""Are-uh ""you gonna fry up that ""crispy fried chicken, soul brother?"" You know?",0
1607,Sorry.,0
1608,Wow.,0
1609,You are so white.,1
1610,Thank you for teaching me this lesson.,0
1611,"If you had not brought it to my attention, I wouldn't have noticed the difference between how we talk and how Negroes talk.",0
1612,"Good, good.",0
1613,Yeah.,0
1614,I'd love to continue this conversation in Colorado Springs.,0
1615,"It's beautiful here, sir. God's country.",0
1616,"Well, that's what I hear, Ron.",0
1617,"I look forward to meeting you, and, uh, we'll be talking real soon.",0
1618,God bless White America.,0
1619,Come back.,0
1620," Oh, my God.",0
1621, Who are you giving the finger?,0
1622,Hello?,0
1623,It's Felix.,0
1624,Catch you at a bad time?,0
1625,"No, not at all.",0
1626,I'm just finishing a meal.,0
1627,"Meeting, my house. Now.",0
1628,"Ron, get your ass in gear.",0
1629,And don't tell mealymouth Walter.,0
1630,Welcome to the promised land.,0
1631,"In about a week's time, we'll be welcoming Mr. David Duke to our city.",0
1632," Oh, yeah.",0
1633, Who's packing tonight?,0
1634,I'm packing.,0
1635,Amen.,0
1636,"Where's your piece, Ron?",0
1637,"Well, you know, I don't carry it on me all the time.",0
1638,"""Don't carry."" No, that.",0
1639,I got you covered.,0
1640,Won't happen again.,0
1641,We're gonna need your good shot come next Sunday.,0
1642,Why? What's next Sunday?,0
1643,The war is gonna come to us.,0
1644,"Well, fuck yeah.",0
1645,Looks like we got ourselves another soldier.,0
1646,"Just make sure that when you're at the steakhouse, you got your new friend with you.",0
1647,"And, Ron, you're gonna want to name your piece.",0
1648,This is Betsey.,0
1649, Don't point that at me. Jesus Christ.,0
1650, I'm sorry.,0
1651,Don't fucking point the gun at anybody ever.,0
1652,I know what I'm doing.,0
1653,I know how to use this thing.,0
1654, Honey. Do you ever have second thoughts?,0
1655, Mmm-hmm.,0
1656,About what?,0
1657,Killing them.,1
1658,Never think twice about killing niggers.,1
1659,"You won't be able to take it back, though.",0
1660,"They're the first of many niggers  that must die, honey bun.",1
1661, I know. It's just becoming so real.,0
1662,I always thought it would be like a dream.,0
1663,I know.,0
1664,It's just so beautiful.,0
1665,We're cleansing this country of a backwards race of chimpanzees.,1
1666,First the spooks.,1
1667,Then the kikes.,0
1668,"Free at last, free at last.",0
1669,"Thank God Almighty, free of them niggers at last.",1
1670,"I love it when you do that, honey.",0
1671,Mmm.,0
1672,"We've talked about killing niggers for so many years, and now it's really happening.",1
1673,Hmm.,0
1674,My old man always told me good things come to those who wait.,0
1675,Mmm.,0
1676,Thank you for bringing me into your life.,0
1677,For loving me like you do.,0
1678,"For giving me a purpose, direction.",0
1679,This could be the new Boston Tea Party.,0
1680,Mmm.,0
1681,Mr. Stallworth.,0
1682,Pleased to meet you.,0
1683,Names of chapter members?,0
1684,What is this about?,0
1685,Two names on your list work at NORAD.,0
1686,"The two mystery men, Steve and Jerry?",0
1687,Real names are Harry Dricks and Kevin Nelson.,0
1688,Two clowns with top security clearances.,0
1689,These Klansmen are in charge of monitoring our safety.,0
1690,You've done a service to your country.,0
1691,We've been following your investigation.,0
1692,Impressive.,0
1693,"Last night, Fort Carson reported several C-4 explosives missing from their armory.",0
1694, No suspects.,0
1695, Klan?,0
1696,"Wait, the KKK and the United States Army?",0
1697,"You won't see this on the news for obvious reasons, but thought it might be of interest to you.",0
1698,"If you know about a possible attack, I need to know when.",0
1699,You're the one with the impressive investigation.,0
1700,But can't you or the FBI chip in?,0
1701,Sir?,0
1702,FBI?,0
1703,Federal Bureau of Investigation?,0
1704,We never had this conversation.,0
1705,"You can hate me all you want, all right?",0
1706,Just promise me you won't go to that protest.,0
1707,I'm going. We're going.,0
1708,What are you talking about?,0
1709,"I can't get into specifics, but today the Klan is planning an attack.",0
1710, Then we have to tell the people.,0
1711, It's not an option.,0
1712,"Ungawa, Black Power!",0
1713,What's wrong with you?,0
1714,No one else can know while it's an active investigation.,0
1715,Active investigation?,0
1716,"And pray tell, how do you know that?",0
1717,Are you a pig?,0
1718, No.,0
1719," What are you, then?",0
1720,"Ungawa, Black Power!",0
1721,"Ungawa, Black Power!",0
1722,"Ungawa, Black Power!",0
1723,Want to sit?,0
1724,No. I'll stand.,0
1725,"Ungawa, Black Power!",0
1726,"Ungawa, Black Power!",0
1727,I'm an undercover detective.,0
1728,I'm investigating the Klan.,0
1729,Fucking KKK?,1
1730,"Ron Stallworth, you lied to me.",0
1731,Is that even your real name?,0
1732,Ron Stallworth is my first and last name.,0
1733,"Look, today is not the day, Patrice.",0
1734,I take my duties as the president of the Black Student Union seriously.,0
1735,"Well, how much good did it do?",0
1736,"You could sit in the middle of Nevada Avenue, light yourself on fire, the KKK will still be here.",0
1737,"Well, at least I would be doing something, unlike you.",0
1738, Unlike me?,0
1739, Yeah.,0
1740,"Don't think, just because I don't wear a black beret or a black leather jacket, black Ray-Bans, screaming, ""Kill Whitey,"" that I don't care about my people.",1
1741,"The night we saw Brother Kwame speak, were you undercover then, too?",0
1742,That's not fair.,0
1743, You have to understand.,0
1744, Answer the question.,0
1745,Were you undercover the night we met? Yes or no?,0
1746,"Ron Stallworth, are you for the revolution and the liberation of black people?",0
1747,I'm an undercover detective for the Colorado Springs Police.,0
1748,It's my J-O-B.,0
1749,That's the truth.,0
1750,"House niggers said they had a J-O-B, too.",0
1751,You disgust me.,1
1752,"My brother, you need to wake up.",0
1753,"Ungawa, Black Power!",0
1754,"Ungawa, Black Power!",0
1755,Are you fucking kidding me?,0
1756,You don't cross those lines.,0
1757,"This is about an investigation, not a relationship.",0
1758,Hate to break that blue wall of silence.,0
1759,Nice one.,0
1760, Is Patrice really in danger?,0
1761, Maybe.,0
1762,"Ungawa, Black Power!",0
1763,"Ungawa, Black Power!",0
1764,It's off.,0
1765,Yep.,0
1766,You'll know soon enough.,0
1767,What?,0
1768,Felix just said the march has been canceled.,0
1769, Why?,0
1770, Could be all the death threats.,0
1771,"No, they're used to that.",0
1772,And there's been nothing more about the explosives?,0
1773,No.,0
1774,Fuck it.,0
1775,We get them on weapons charges and stop them from doing anything that way.,0
1776,"Then what? You know, misdemeanor at best.",0
1777, Then they walk.,0
1778, I have a special assignment for Ron.,0
1779,Ron already has an assignment.,0
1780,"Yeah, what could be more important than preventing an attack, sir?",0
1781,We have very credible threats against David Duke's life.,0
1782,"So, Ron, I am assigning you security detail  for David Duke.",0
1783, What?,0
1784,"With all due respect, sir, I don't think this is a wise decision, given the situation.",0
1785,Who cares what you think?,0
1786,Duke needs protection.,0
1787,There's no one else available.,0
1788,Nut-cracking time.,0
1789,Put aside your personal politics.,0
1790,"Chief, it's not about that, and you know it.",0
1791,David Duke and Ron have been talking on the phone several times.,0
1792,If he recognizes his voice.,0
1793,"If any of the Klansmen do, it'll compromise our entire investigation.",0
1794, It's too dangerous.,0
1795," Correct me if I'm wrong, but didn't you boast to me that you were fluent in both English and jive?",0
1796, Do you remember that?,0
1797, Answer the Chief.,0
1798,"Oh, shut the fuck up, Landers.",0
1799,"You know, you've been trying to sabotage me since day one.",0
1800,"Why are you getting so worked up, boy?",0
1801," Hey, Ron!",0
1802," Hey, Ron, come on.",0
1803," Ron, Ron, no! Ron!",0
1804, It's not worth it.,0
1805," Okay, okay, all right.",0
1806, Just.,0
1807," Go, go, go.",0
1808, Stay put.,0
1809," Ron. Whoa, whoa!",0
1810, What the fuck is that?,0
1811,"Gotta bring something to get something, Landers.",0
1812,Eat a white dick!,0
1813,You let him get to you that easy?,0
1814,You don't have a shot with David Duke.,0
1815,"First, the primary target.",0
1816,Felix says you're doing it.,0
1817,"So all you have to do is set the pocketbook on the front porch, the back porch, a sidewalk.",0
1818,Doesn't matter.,0
1819,"As long as it's against the building, you can plant it anywhere.",0
1820,I got enough C-4 here to take out the whole thing.,0
1821,Be careful.,0
1822, You understand?,0
1823, I understand.,0
1824,All you have to do when you placed it.,0
1825,"Hey, sweetie. You listening?",0
1826,All you have to do when you placed it is flip the switch.,0
1827,Flip the switch.,0
1828,That's it.,0
1829,You got it?,0
1830,Miss Black Student Union Bitch is bringing in some old coon to speak.,0
1831,Place should be packed.,0
1832,"So, Brother Walker, nothing but rubble.",0
1833,And barbecued niggers.,0
1834, And what happens if that don't work?,0
1835, Plan B.,0
1836,"Can you handle it, honey?",0
1837,You can count on me.,0
1838,I've been waiting to do my part.,0
1839,Sweet as candy.,0
1840,"Ah, look at the lovebirds.",0
1841,Can I feel the C-4?,0
1842,No C-4 for you.,0
1843,You'll blow us all the fuck up to kingdom come.,0
1844, What is this black.,0
1845, Out here with  the great David Duke.,0
1846, Look at this fucking guy.,0
1847,How's he getting away with that?,0
1848,Mr. Duke's security detail.,0
1849, What?,0
1850, Fuck this guy.,0
1851,Mr. Duke.,0
1852,I'm a detective from the Colorado Springs Police Department.,0
1853,I'm here to keep you safe today.,0
1854," I'm sorry, have we met before?",0
1855, Mmm-mmm.,0
1856,You may know that there's several credible threats against your life.,0
1857,How's it going out here?,0
1858,"There have been threats on my life, and this is the detective they've assigned as my bodyguard.",0
1859,"Mr. Duke, I don't agree with your philosophies.",0
1860,"However, I'm a professional, so I will do everything within my means and beyond  to make sure you're safe.",0
1861," Okay, I appreciate your professionalism.",0
1862,"Allow me, sir.",0
1863,Thank you.,0
1864," Right this way, sir.",0
1865, Walt.,0
1866, Bro. How are you?,0
1867, Sir.,0
1868,Sorry for all the extra security today.,0
1869,Can't be too careful.,0
1870,"Yeah, I know.",0
1871,"We have a strong, strong.",0
1872,"Hey, fellas.",0
1873,"Yeah, like you were saying, last week on the phone.",0
1874,"Well, Mr. Duke.",0
1875,"I would like you to meet our newest recruit, Ron Stallworth.",0
1876,"Ron Stallworth, it is a pleasure to finally meet you in person.",0
1877,Same. Same.,0
1878,You as well.,0
1879,"This is our brother, Jesse.",0
1880, I'm Jesse.,0
1881," Hey, Jesse.",0
1882, Ron.,0
1883," Ron, yeah.",0
1884, I've heard so much about you.,0
1885," Oh, okay.",0
1886,I didn't realize how nervous I was gonna be.,0
1887,That's all right.,0
1888,What's that doing here?,0
1889,That's the fucking cop they got to guard Mr. Duke.,0
1890,Isn't that the living shit?,0
1891,"Gentlemen, it's time.",0
1892," Ron, why don't you follow me?",0
1893, Okay.,0
1894,Let's go. Let's go.,1
1895,You stay right here.,0
1896,You hear?,0
1897,"God, America's going to hell in a handbasket.",0
1898,"That started out as a nice spring day back there in Waco, Texas.",0
1899,"May 15, 1916.",1
1900,Jesse Washington.,0
1901,Was a friend of mine.,0
1902,He was 17.,0
1903,I was 18.,0
1904,We kind of looked at Jesse and called him slow.,0
1905,"Today, you'd call him mentally retarded.",0
1906,They claimed Jesse raped and murdered a white woman by the name of Lucy Fryer.,0
1907,"They put Jesse on trial, and he was convicted by an all-white jury after they deliberated for only four minutes.",0
1908,"My brothers in Christ, Nobel Prize recipient, co-creator of the transistor and a dear, dear friend of mine, Dr. William Shockley, whose groundbreaking scientific work ushered in the computer age, has proven, through his research with eugenics, that each of us here has flowing through our veins the genes of a superior race.",0
1909,It's a fact.,0
1910,It's a fact.,0
1911,It can't be disputed.,0
1912,"Today, we celebrate that truth.",0
1913,"Masks off, hoods on.",0
1914,I was working across the street at the shoeshine parlor.,0
1915,"And after the verdict, a mob grabbed Jesse, put a chain around his neck and dragged him out of the courthouse.",0
1916,"Oh, my God.",0
1917,I knew I had to hide.,0
1918,That way.,0
1919,"Be careful, brother.",0
1920,"Well, all right.",0
1921,"Where I was, the shoe parlor had a window up in the attic.",0
1922,And I could see the crowd.,0
1923,They marched Jesse through the streets.,0
1924,They stabbed him and beat him.,1
1925,Oh!,0
1926,"And finally, in a bloody heap, they held him down in the street and cut off his testicles.",0
1927,"God, give us true white men.",0
1928,"The Invisible Empire demands strong minds, great hearts, true faith, clean and ready hands.",0
1929,Men who have honor.,0
1930,Men who will not lie.,0
1931,Men who can stand before a demagogue and damn his treacherous flatteries without blinking.,1
1932,"God, give us real men.",0
1933,Courageous men who flinch not at duty.,0
1934,"Men of dependable character, men of sterling worth.",0
1935,"Then wrongs will be redressed, and right shall rule the Earth.",0
1936,"God, give us true white men.",0
1937,Ron Stallworth.,0
1938,Rise.,0
1939,Step forward.,0
1940,The police and the city officials were out there watching him.,0
1941, They cut off his fingers.,0
1942, Oh!,0
1943,And threw coal oil all over his body.,0
1944,They lit a bonfire and raised him and lowered him over these flames over and over and over again.,0
1945,"Ron Stallworth, are you a white, non-Jewish American citizen?",0
1946,Yes.,0
1947,Yes what?,0
1948,"Yes, I am a white, non-Jewish American citizen.",1
1949,Are you in favor of a white man's government  in this country?,0
1950, Yes.,0
1951,"Ron Stallworth, are you willing to dedicate your life to the protection, the preservation and the advancement of the white race in mind, in body  and in spirit?",0
1952, Yes.,0
1953,Be seated.,0
1954,The mayor had a photographer by the name of Gildersleeve.,0
1955,He came and took pictures of the whole thing.,0
1956,Those pictures were later sold as postcards.,0
1957,Remove your hood.,0
1958,They put Jesse's charred body into a bag.,0
1959,Remove your hood.,0
1960,Dragged him through town.,0
1961,Remove your hood.,0
1962,They sold the remains.,0
1963,Remove your hood.,0
1964,As souvenirs.,0
1965,Remove your hood.,0
1966,Lot of good white folks just stood there like it was a Fourth of July parade.,0
1967,They even let the children out of school on lunch hour.,0
1968,Remove your hood.,0
1969,And all I could do was to watch and hope they wouldn't find me.,0
1970,Come.,0
1971,Welcome your brethren who have been baptized by the light.,0
1972, Please.,0
1973," Oh, my God!",0
1974,Let's give them some applause!,0
1975,One of the reasons they had done that to Jesse was a movie called Birth of a Nation.,0
1976,"It had come out the year before, and it was so powerful that it gave the Ku Klux Klan a rebirth.",0
1977,"Oh, God. Oh, my God.",0
1978,"Oh, my God. No!",0
1979,No!,0
1980,"Oh, look at that one!",0
1981,"Oh, he's disgusting.",1
1982,Oh!,0
1983,"Oh, those poor women.",0
1984,Don't you do it!,0
1985, Why?,0
1986, No.,0
1987,No.,0
1988,The ingenuity of white women!,0
1989,"Today, they would call that kind of movie a blockbuster.",0
1990,Everybody saw it.,0
1991,That's disgusting.,0
1992,"Even the president of the United States, Woodrow Wilson, showed it at the White House.",0
1993,"And he said that it was ""history written with lightning."" What. What is really.",0
1994,"Oh, look at that little pickaninny.",0
1995,"Watch, watch. They're gonna scare the pickaninnies.",0
1996,Get out of there!,0
1997, Move. Move.,0
1998, Get out of there!,0
1999,The inspiration!,0
2000,Get 'em out of there!,1
2001, Go get 'em!,0
2002, Go!,0
2003,Go get 'em!,0
2004,Hey!,0
2005, Send him to hell!,0
2006, String him up!,0
2007,String him up!,0
2008,Guilty!,0
2009,Get him on that horse.,0
2010,Get him up!,0
2011,String him up!,0
2012,Yeah!,0
2013,White power!,1
2014,White power! White power!,1
2015,That's why we're here today.,0
2016,In the name of Black Power.,0
2017, Yes.,0
2018, Black Power. Black Power.,0
2019,Black Power! Black Power!,0
2020,Black Power! Black Power!,0
2021,Black Power!,0
2022,I'd like you to do me a favor and just look around.,0
2023,That's right.,0
2024,Everyone just look around.,0
2025,"Today, we are privileged to be among white men.",0
2026,And white women.,0
2027,Such as yourselves.,0
2028,Real warriors.,0
2029,For the real America.,0
2030,The America that our ancestors fought and died for.,0
2031,The true white American race.,1
2032,The backbone from whence came our great Southern heritage.,0
2033,And I want to thank you.,0
2034,Jesus Christ.,0
2035,I want to thank you so much for never putting your country second.,0
2036, That's right.,0
2037, Hmm.,0
2038, America first.,0
2039, America first.,0
2040,America first.,0
2041,America first!,0
2042,America first!,0
2043,Ain't this a bitch.,0
2044,"If I would have known this was a Klan meeting, I wouldn't have taken this motherfucking gig.",0
2045,Goddamn.,0
2046,"Right on, right on.",0
2047,"All right, now, when are you boys gonna invite me down to Louisiana?",0
2048,We'd certainly love to have you.,0
2049,Still a lot of work to be done.,0
2050,"I mean, you've done a great job whipping up this chapter, but.",0
2051,"Well, I could do a great job on a national level.",0
2052,Excuse me.,0
2053,"Walter, may I?",0
2054,Behave yourself.,0
2055,"Mr. Duke, I just want to say how honored my wife, Connie, and I are for being in your presence.",0
2056,"What's your name, friend?",0
2057,Felix.,0
2058,"Felix, the pleasure's all mine.",0
2059,We'd love to have you out to the house for dinner sometime.,0
2060,We Coloradans can cook just as good as those Cajun ladies you got down there.,0
2061,"All right, now, Connie.",0
2062,"We're on a very tight schedule here, but you made a mistake.",0
2063,"Next time I'm in town, I'm gonna hold you to that, okay?",0
2064,"Oh, I see Susie.",0
2065,I'll be back in just a second.,0
2066,Hey.,0
2067,Thank you.,0
2068,Thank you very much.,0
2069, Is this your wife?,0
2070, Yep.,0
2071, Hey. Ron. How are you?,0
2072, Hi.,0
2073,Nice to meet you.,0
2074,Never seen you dressed up before.,0
2075,"It's a pleasure to meet you, Felix.",0
2076, You have a fantastic night.,0
2077," Oh, thank you.",0
2078,America first.,0
2079,"Hey, Ron, how you doing?",0
2080," I'm good, I'm good.",0
2081, Good.,0
2082, He's a cop.,0
2083, Who?,0
2084, That guy.,0
2085, Ron?,0
2086," No, the other guy.",0
2087, Ron's a cop?,0
2088,"His name is Phillip, but his nickname is Flip.",0
2089, Who's Phillip?,0
2090, Who's Ron? That's Phillip.,0
2091, What the fuck are you talking about?,0
2092, That guy.,0
2093,That's the cop that sent me to the fucking big house for armed fucking robbery.,0
2094,His fucking name is Phillip.,0
2095,Phillip Zimmerman.,0
2096, What's his name?,0
2097, Phillip Zimmerman.,0
2098,How many times I gotta fucking tell you?,0
2099,Isn't that a fucking Jew name?,1
2100,You can't go by that.,0
2101,Jews change their name all the time to non-Jew names.,0
2102,"I mean, they killed Jesus, right?",0
2103,Ron Stallworth is a fucking Jew.,1
2104,Could've been worse.,0
2105,How so?,0
2106,Could've been a nigger.,0
2107,Yeah.,0
2108,They built this stuff out of.,0
2109,It starts to dissolve.,0
2110,"It wasn't water, you know.",0
2111,The beads take the.,0
2112,He is a nigger.,1
2113,Who?,0
2114,That cop guarding Duke.,0
2115,Zimmerman's using his name.,0
2116,I guess I could use mops.,0
2117, Shall we tell the grand wizard?,0
2118," No, no, no. Not yet.",0
2119,I'll find the moment.,0
2120,Okay.,0
2121,Fucking Jew.,1
2122,"Yeah, I know. We have a strong future in America.",0
2123,I'm so glad I made this trip.,0
2124, With all these chapters.,0
2125," Well, that's what we  have to work on.",0
2126," Excuse me, gentlemen.",0
2127,Hi.,0
2128,"Mr. Duke, favor to ask.",0
2129,Nobody's gonna believe me when I tell them that I was your personal bodyguard today.,0
2130,Care to take a Polaroid with me?,0
2131,I don't know.,0
2132,Do those cool shades come off?,0
2133,"Oh, yes, sir, they do.",0
2134, Okay.,0
2135, There we go.,0
2136,"Hey, Jesse. Let's do this.",0
2137,It'll be right.,0
2138,"Yeah, yeah, yeah.",0
2139, Who should.,0
2140, What.,0
2141, What's his name?,0
2142," Uh, Ron.",0
2143, Stallworth.,0
2144," Ron. Ron, sir.",0
2145,"Can you take this picture of us, please?",0
2146,"All right, don't touch me.",0
2147,Great.,0
2148, All right.,0
2149, All right.,0
2150,Thank you so much.,0
2151,Thank you.,0
2152,Here we go. One.,0
2153,Two. Three.,0
2154,Jesus H. Christ!,0
2155,"What did you just do, boy?",0
2156,I mean.,0
2157,What the hell did you just do?,0
2158,"Sir, if you lay a finger on me, I'll arrest your ass for assaulting a police officer.",0
2159,That's worth about five years in prison.,0
2160,Try me.,0
2161,See if I'm playing.,0
2162,Why don't you come down to Louisiana sometime?,0
2163,See how we play.,0
2164,"Boy, you better get your nigger ass out of here now.",1
2165,Mmm-hmm.,0
2166,America first.,0
2167,Excuse me.,0
2168,May I? Thanks.,0
2169, You ready?,0
2170," What, now?",0
2171,Don't be nervous.,0
2172,Okay. I'm leaving.,0
2173, Remember what we talked about.,0
2174, Okay.,0
2175,Come here.,0
2176,Now you may do your job.,0
2177, Okay.,0
2178, Nice and easy does it.,0
2179,Excuse me.,0
2180,Excuse me.,0
2181,"Attention, all units.",0
2182,"Be on the lookout for a brown truck with a ""white pride"" bumper sticker.",0
2183,"License plate, KE4108.",0
2184,Kills this big rat in the back of our backyard.,0
2185,And I actually start to like the fucking thing for the first time.,0
2186,"I shit you not, three days later, this little Girl Scout comes to our door.",0
2187,Ron.,0
2188,I believe you know my friend.,0
2189,Who's your friend?,0
2190,Hey.,0
2191,"No, sorry, I don't think we've met before. Ron Stallworth.",0
2192,"Yeah? It's been a few years, right?",0
2193, Been a few years?,0
2194, Yeah.,0
2195,"No, I'm sorry.",0
2196,I don't think I can place you.,0
2197, Did you two go to school together?,0
2198, No. I went to private school.,0
2199,"Leavenworth, Kansas.",0
2200,Isn't that where the federal penitentiary is?,0
2201,"Matter of fact, it is.",0
2202,You know something about that.,0
2203," Don't you, Flip?",0
2204, Flip?,0
2205,"Excuse me, gentlemen.",0
2206,There is an emergency phone call in the hallway for a Felix Kendrickson.,0
2207,"I'll be right back, Flip.",0
2208,Hello?,0
2209,Felix.,0
2210,"Jesus, they've got cops everywhere.",0
2211,Somebody tipped them off.,0
2212,"Oh, God, there's another one!",0
2213,"Calm down, baby.",0
2214,"We planned for this, all right?",0
2215,"We'll go to plan B, okay?",0
2216,"Okay, okay, okay.",0
2217,"Okay, okay, okay, plan B.",0
2218,"All right, baby?",0
2219,You can do it.,0
2220,I'll be right there.,0
2221,All right.,0
2222,"Remember when you said, one day, I'm gonna need your help?",0
2223,"This is it, baby.",0
2224,"I love you, honey bun.",0
2225,I love you.,0
2226,I can make America great again.,0
2227," Oh, yeah.",0
2228," We need lawyers, we need doctors, and we need.",0
2229,"Excuse me, Mr. Duke.",0
2230,Let's go.,1
2231,Good talker.,0
2232,He's a good talker.,0
2233,"You'll have to excuse him, Mr. Duke. I apologize.",0
2234,What was that all about?,0
2235,Why'd he keep calling you Flip?,0
2236,We were in prison together.,0
2237,Years ago.,0
2238,"Uh, it's an inside joke.",0
2239,"Well, I certainly hope everything's okay.",0
2240,"Yeah, but I think he may have violated his parole.",0
2241,I just need to use the restroom real quick.,0
2242,"Hey, where's Patrice?",0
2243,Patrice and Odetta took Mr. Turner back to his hotel.,0
2244,Back up. Back up.,0
2245,Freedom.,0
2246,"It dares to expose the fact that not only is this a country, not a white racist country.",0
2247,It is a racist country.,1
2248,"Indeed, it is a racist country.",1
2249,It's an anti-white racist country.,1
2250,Fuck.,0
2251,But it's so important.,0
2252,"Next time, we should work on getting a sister in here.",0
2253,We need to be hearing their stories.,0
2254, Yep.,0
2255, We need to start doing this every week.,0
2256,I'll reach out and see who I can get.,0
2257,Yeah.,0
2258,Colorado State Police.,0
2259,Don't move.,0
2260,"I said stop, damn it!",0
2261,No! Help me!,0
2262,Help me!,0
2263,"Help me! Help me, please!",0
2264,Stop. Stop.,0
2265, Where'd you put the bomb?,0
2266, No!,0
2267,You're hurting me!,0
2268,Where's the bomb?,0
2269,Where'd you put it?,0
2270, Get off me. Get off.,0
2271, Where is it?,0
2272, Get off of me!,0
2273, Hold still. Stay still.,0
2274, Stay still.,0
2275, I don't know what you're talking about!,0
2276, Where's the bomb?,0
2277, Freeze!,0
2278,"Get off her, or I'll fucking shoot you.",0
2279, Whoa. Get off her.,0
2280, Okay. All right.,0
2281, Easy.,0
2282, I'm undercover.,0
2283, He's got a gun!,0
2284, I'm a cop!,0
2285, He touched me.,0
2286, She's a terrorist.,0
2287,That nigger attacked me.,1
2288,He tried to rape me.,1
2289,Arrest him.,0
2290, I'm an undercover cop!,0
2291, Show us your badge.,0
2292," It's in my pocket, okay?",0
2293, What are you waiting for?,0
2294, Show us your badge.,0
2295, It's in my pocket. Relax.,0
2296,That nigger attacked me.,1
2297,He tried to rape me.,1
2298, Arrest him. Arrest him!,0
2299, I'm a cop.,0
2300, What are you doing?,0
2301, Get on the ground now!,1
2302,Yeah! Hit him!,0
2303,"When you think about the fact that America is still well over 85% white, that America was founded exclusively by white people who wrote a Declaration of Independence and who fought for our freedoms, were the basis of our civilization and our culture and our Western Christian society, that means that the Christian Church that grew up in the world was overwhelmingly a white, European phenomenon.",1
2304,The magnificent beauty of the European people.,0
2305,"But today, the word ""white"" is a curse word.",0
2306,Ron!,0
2307,Anti-white.,1
2308,Patrice!,0
2309,Patrice!,0
2310,Hey! Hey!,0
2311, Stand down. Stand down!,0
2312, Who the fuck are you?,0
2313,"Undercover cop, you fucking idiot.",0
2314,The black guy's a cop?,0
2315,Give me your keys.,0
2316,"Oh, my God, Felix.",0
2317,You're late.,0
2318, Felix!,0
2319," Patrice, are you all right?",0
2320,Patrice.,0
2321,Felix.,0
2322,"Our own group, Ron and P.",0
2323, Mmm. I don't know about that.,0
2324, Go on tour.,0
2325,"You know, they say two Afros that touch together, they're.",0
2326, It's good luck.,0
2327, Who said that?,0
2328,I read it somewhere.,0
2329,"Tell me, where'd you get this?",0
2330, Saw this brother on Soul Train.,0
2331, Mmm-hmm.,0
2332, Really?,0
2333," And I just thought, I'mma take you there.",0
2334, Gonna take you to California.,0
2335, You don't know Don Cornelius.,0
2336,That's my cousin on my mama's sister's side.,0
2337, Really?,0
2338," That's my cousin, yes.",0
2339, So I got. I got access.,0
2340, Yeah?,0
2341, What is his cousin's name?,0
2342," Whoa, whoa, whoa.",0
2343,"Who is the soul sister, Ron?",0
2344,You been holding out on me.,0
2345,"All right, take it easy.",0
2346,Take it easy.,0
2347,Oh.,0
2348,"You don't remember me, do you?",0
2349,Uh.,0
2350,Brother Kwame?,0
2351,Stokely Carmichael?,0
2352,"Oh, yeah, yeah.",0
2353,"You looked good that night, but you look even better now.",0
2354,How often do you do that to black people?,0
2355,Do what?,0
2356,Pull us over for nothing.,0
2357,Harass us.,0
2358,Put your hands all over a woman in the guise of searching her.,0
2359,Call us everything but a child of God.,0
2360,I don't know what you're talking about.,0
2361,"Just like I told you, right, he's just taking advantage.",0
2362,"In the end, talking loud, saying nothing.",0
2363,Let me tell you both something.,0
2364,I've been keeping you people in line in this city for years.,0
2365,"What I did to your girl that night, I could do to any of you any time, any place.",0
2366,That's my prerogative.,0
2367,"I could even bust a cap in your black ass if I feel like it, and nothing will be done about it.",0
2368,I wish the two of you'd been blown up instead of good white folks. Get it?,0
2369,"Oh, I do get it.",0
2370," Do you get it, Patrice?",0
2371, Mmm. Yeah.,0
2372,I totally and completely get it.,0
2373,"Jimmy, did you get it?",0
2374,"Oh, yes, I got it.",0
2375,"Flip, did you get it?",0
2376," Oh, yeah, I got it.",0
2377, Chief!,0
2378, Do you get it?,0
2379," Oh, I really, really get it.",0
2380,You're under arrest.,0
2381, What?,0
2382, Get him out of here.,0
2383, Get up. Police brutality.,0
2384, Are you out of your minds?,0
2385,Let's go.,1
2386,"Police misconduct, sexual misconduct.",0
2387, Thank you very much.,0
2388, Keep walking.,0
2389, Tell it to the judge.,0
2390, What about my rights?,0
2391, Power to the people.,0
2392, Power to the people.,0
2393,The old hidden mic trick.,0
2394,"Yes, it was all my work.",0
2395,Hello.,0
2396,To tape jobs.,0
2397, Works every time.,0
2398, Hidden mics.,0
2399,"Good job, everybody.",0
2400,Stallworth!,0
2401,Ronny!,0
2402,Five. Four. Three.,0
2403,Two. One.,0
2404,Swish!,0
2405, Look who the cat dragged in.,0
2406," Thank you, thank you.",0
2407,There he is!,0
2408,The man of the minute.,0
2409,"Don't you mean ""hour,"" Flip?",0
2410,"You slow, you blow.",0
2411,"Ah, Jimmy.",0
2412,"That Polaroid stunt you pulled, when you put your arms around them, I swear to God I almost shit myself.",0
2413,"I told you, Ron was born ready.",0
2414, Born ready is Ron.,0
2415, There he is!,0
2416,There's the crazy son of a bitch Come over here.,0
2417,"You. You, you, you, you.",0
2418, You did good.,0
2419," Nah, we did good.",0
2420,"Yeah, well, the Chief wants to see us in his office right now.",0
2421," Let's go. Here, after you.",0
2422," Let's go. No, after you.",0
